time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13], boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexPosX, indexPosY, indexPosZ, indexContact, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbPosX, thumbPosY, thumbPosZ, thumbContact, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, hoopSuccess, targetSuccess, trialSuccess, 
67.6672369, 0.1, 0.1, 0.105711742, 0.185378628, -0.0199726126, 0.853217084, -0.521555948, -5.71252235e-006, 0.521555948, 0.853217084, -1.93791639e-005, 1.49813399e-005, 1.35552337e-005, 1, 0.85321708, -0.521555955, 2.93572248e-006, 0.521555955, 0.85321708, 1.73363588e-006, -3.40899668e-006, 5.19757933e-008, 1, 0.216719165, -0.110471216, -0.269255225, 0, 0, 0, 0, 0, 0, 0, 0.29409541, -0.0556017578, -0.225056201, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.690413, 0.1, 0.1, 0.105711736, 0.185378639, -0.0199714506, 0.853239516, -0.52151925, 1.44233616e-005, 0.52151925, 0.853239516, -3.21832199e-006, -1.06281652e-005, 1.02680602e-005, 1, 0.853239499, -0.521519278, -5.13565187e-006, 0.521519278, 0.853239499, 1.55845007e-006, 3.56917927e-006, -4.00807261e-006, 1, 0.214170752, -0.111093677, -0.267425562, 0, 0, 0, 0, 0, 0, 0, 0.291648096, -0.0566061523, -0.223091064, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6911526, 0.1, 0.1, 0.105711736, 0.185378639, -0.0199660574, 0.853239599, -0.521519115, -7.8821842e-006, 0.521519115, 0.853239599, 1.02798971e-006, 6.1892754e-006, -4.98783126e-006, 1, 0.853239582, -0.521519141, -1.7130671e-005, 0.521519142, 0.853239582, 3.1660162e-006, 1.29654285e-005, -1.16353432e-005, 1, 0.214170752, -0.111093677, -0.267425562, 0, 0, 0, 0, 0, 0, 0, 0.291648096, -0.0566061523, -0.223091064, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.691877, 0.1, 0.1, 0.105711736, 0.185378639, -0.0199615924, 0.853239668, -0.521519, -1.85762717e-005, 0.521519001, 0.853239669, 5.80526097e-006, 1.2822458e-005, -1.46411576e-005, 1, 0.853239656, -0.521519022, -1.03561181e-005, 0.521519022, 0.853239656, 3.49671927e-006, 7.01264505e-006, -8.38445213e-006, 1, 0.214170752, -0.111093677, -0.267425562, 0, 0, 0, 0, 0, 0, 0, 0.291648096, -0.0566061523, -0.223091064, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6925988, 0.1, 0.1, 0.105711735, 0.185378639, -0.0199595398, 0.85323973, -0.5215189, -1.2702409e-005, 0.5215189, 0.85323973, 2.45794491e-006, 9.5563353e-006, -8.72176262e-006, 1, 0.853239718, -0.52151892, 1.50835851e-005, 0.52151892, 0.853239718, -3.40910591e-006, -1.10920006e-005, 1.07751596e-005, 1, 0.214170752, -0.111093677, -0.267425562, 0, 0, 0, 0, 0, 0, 0, 0.291648096, -0.0566061523, -0.223091064, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6933192, 0.1, 0.1, 0.105711735, 0.18537864, -0.0199603232, 0.853239784, -0.521518811, 1.21732937e-005, 0.521518811, 0.853239784, -4.04316785e-006, -8.27815042e-006, 9.79839334e-006, 1, 0.853239774, -0.521518827, 2.17518859e-005, 0.521518827, 0.853239774, -6.77365994e-006, -1.50269831e-005, 1.71235741e-005, 1, 0.214170752, -0.111093677, -0.267425562, 0, 0, 0, 0, 0, 0, 0, 0.291648096, -0.0566061523, -0.223091064, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6941452, 0.1, 0.1, 0.105711736, 0.185378639, -0.0199632235, 0.853239838, -0.521518723, 2.86874849e-005, 0.521518723, 0.853239838, -6.05671074e-006, -2.1318617e-005, 2.01288874e-005, 1, 0.853239828, -0.521518739, 2.1102825e-005, 0.521518739, 0.853239828, -4.09489326e-006, -1.58702072e-005, 1.44994447e-005, 1, 0.21428291, -0.110141626, -0.267556763, 0, 0, 0, 0, 0, 0, 0, 0.291429346, -0.055870752, -0.223695361, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6948632, 0.1, 0.1, 0.105711736, 0.185378639, -0.0199664718, 0.853239883, -0.521518649, 1.45117141e-005, 0.521518649, 0.853239883, -5.18506139e-006, -9.67786706e-006, 1.19922307e-005, 1, 0.853239875, -0.521518663, -6.97961739e-006, 0.521518663, 0.853239875, 2.78965738e-007, 5.80980204e-006, -3.87802542e-006, 1, 0.21428291, -0.110141626, -0.267556763, 0, 0, 0, 0, 0, 0, 0, 0.291429346, -0.055870752, -0.223695361, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6955808, 0.1, 0.1, 0.105711737, 0.185378639, -0.0199701386, 0.85323992, -0.521518588, -1.04319078e-005, 0.521518588, 0.85323992, 2.76148512e-006, 7.46075436e-006, -7.79664317e-006, 1, 0.853239913, -0.521518601, -1.64658597e-005, 0.521518601, 0.853239913, 3.48510382e-006, 1.22317823e-005, -1.15608818e-005, 1, 0.21428291, -0.110141626, -0.267556763, 0, 0, 0, 0, 0, 0, 0, 0.291429346, -0.055870752, -0.223695361, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
67.6963027, 0.1, 0.1, 0.105711738, 0.185378639, -0.0199730886, 0.853239956, -0.52151853, -1.85315248e-005, 0.52151853, 0.853239956, 5.86254124e-006, 1.27544135e-005, -1.4666688e-005, 1, 0.853239949, -0.521518541, -1.21973181e-005, 0.521518541, 0.85323995, 4.44487073e-006, 8.08915657e-006, -1.01536688e-005, 1, 0.21428291, -0.110141626, -0.267556763, 0, 0, 0, 0, 0, 0, 0, 0.291429346, -0.055870752, -0.223695361, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
