time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13], boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexPosX, indexPosY, indexPosZ, indexContact, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbPosX, thumbPosY, thumbPosZ, thumbContact, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, hoopSuccess, targetSuccess, trialSuccess, 
72.5203873, 0.1, 0.1, 0.098744059, 0.197740891, -0.019959667, 0.896557946, -0.442926459, -3.11170125e-005, 0.442926459, 0.896557947, -2.11829051e-006, 2.88364517e-005, -1.1883378e-005, 1, 0.896557954, -0.442926445, -1.82853965e-006, 0.442926445, 0.896557954, 4.55584067e-006, -3.78510546e-007, -4.89448375e-006, 1, 0.131836401, -0.0394323486, -0.210717871, 0, 0, 0, 0, 0, 0, 0, 0.224457666, 0.0143948242, -0.176546875, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5247856, 0.1, 0.1, 0.09874407, 0.197740912, -0.0199831538, 0.89656129, -0.44291969, -3.03646219e-005, 0.44291969, 0.896561291, -1.93764326e-005, 3.58059481e-005, 3.92307053e-006, 0.999999999, 0.896561055, -0.442920165, -3.27696038e-005, 0.442920164, 0.896561056, -4.37992476e-005, 4.87795206e-005, 2.47543814e-005, 0.999999999, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5255024, 0.1, 0.1, 0.0987440689, 0.197740902, -0.0199837643, 0.896562481, -0.442917281, 1.06923719e-005, 0.44291728, 0.896562479, 6.71547414e-005, -3.9330375e-005, -5.54725853e-005, 0.999999998, 0.896562249, -0.44291775, 4.921267e-006, 0.442917749, 0.896562247, 6.57723668e-005, -3.35439709e-005, -5.67893046e-005, 0.999999998, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5262241, 0.1, 0.1, 0.098744065, 0.197740898, -0.0199797458, 0.89656364, -0.442914934, -4.15819672e-006, 0.442914934, 0.89656364, -3.28603646e-005, 1.82824342e-005, 2.76196807e-005, 0.999999999, 0.896563407, -0.442915406, 9.21009977e-006, 0.442915406, 0.896563407, -7.81717878e-006, -4.79508952e-006, 1.10878915e-005, 1, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5269543, 0.1, 0.1, 0.0987440669, 0.197740905, -0.0199725154, 0.896564799, -0.442912589, -1.35824426e-005, 0.442912589, 0.896564799, 5.00891751e-006, 9.95902727e-006, -1.05066539e-005, 1, 0.896564577, -0.442913037, -2.0825114e-005, 0.442913037, 0.896564577, -2.48295408e-005, 2.96683869e-005, 1.30375723e-005, 0.999999999, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5276747, 0.1, 0.1, 0.0987440608, 0.1977409, -0.0199648198, 0.896565975, -0.442910207, 1.76517116e-005, 0.442910207, 0.896565976, 3.46977988e-007, -1.59796041e-005, 7.50703457e-006, 1, 0.896565737, -0.442910688, 3.10513888e-005, 0.442910688, 0.896565738, 1.43179924e-005, -3.41812032e-005, 9.15970535e-007, 0.999999999, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5283943, 0.1, 0.1, 0.0987440631, 0.197740901, -0.0199589502, 0.896567197, -0.442907734, 8.26921242e-006, 0.442907734, 0.896567197, -8.54081074e-006, -3.63111346e-006, 1.13199089e-005, 1, 0.896566961, -0.442908211, -2.32183945e-005, 0.442908211, 0.896566962, -1.66737026e-007, 2.08906946e-005, -1.01341267e-005, 1, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5291277, 0.1, 0.1, 0.0987440609, 0.1977409, -0.0199563679, 0.896568297, -0.442905508, 2.13114806e-007, 0.442905508, 0.896568297, 6.51936892e-006, -3.07853638e-006, -5.75066977e-006, 1, 0.896568073, -0.44290596, -1.48335994e-005, 0.442905961, 0.896568073, 9.44233559e-006, 9.11726493e-006, -1.50355862e-005, 1, 0.135094922, -0.0485820068, -0.211165576, 0, 0, 0, 0, 0, 0, 0, 0.226417187, 0.00677758789, -0.175998389, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5298813, 0.1, 0.1, 0.0987440587, 0.197740902, -0.0199573498, 0.896569299, -0.44290348, -1.75337748e-005, 0.44290348, 0.896569299, 4.19218207e-006, 1.38635121e-005, -1.15243516e-005, 1, 0.896569095, -0.442903892, -1.11036668e-005, 0.442903892, 0.896569095, -1.7019631e-006, 1.07090106e-005, -3.39192975e-006, 1, 0.136495874, -0.0515676514, -0.211363062, 0, 0, 0, 0, 0, 0, 0, 0.227237744, 0.00388540039, -0.176097266, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
72.5305971, 0.1, 0.1, 0.0987440533, 0.197740902, -0.0199613866, 0.896570138, -0.442901781, 6.49295479e-006, 0.442901781, 0.896570138, 8.27559958e-006, -9.48666717e-006, -4.54391422e-006, 1, 0.896569983, -0.442902094, 2.94272307e-005, 0.442902094, 0.896569983, -7.525318e-007, -2.60502738e-005, 1.37080795e-005, 1, 0.136495874, -0.0515676514, -0.211363062, 0, 0, 0, 0, 0, 0, 0, 0.227237744, 0.00388540039, -0.176097266, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
