time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, indexPosX, indexPosY, indexPosZ, indexContact, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbPosX, thumbPosY, thumbPosZ, thumbContact, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, hoopSuccess, targetSuccess, trialSuccess, 
39.6190861, 0.1, 0.1, 0.0677889249, 0.200941038, -0.0199459457, 0.168867822, -0.119225195, -0.193913867, 0, 0, 0, 0, 0, 0, 0, 0.254568213, -0.0708324707, -0.150761328, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6358498, 0.1, 0.1, 0.0677887675, 0.200940775, -0.0199535861, 0.167353711, -0.126205078, -0.192965845, 0, 0, 0, 0, 0, 0, 0, 0.251741309, -0.0790507813, -0.151962012, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6365425, 0.1, 0.1, 0.0677887654, 0.200940793, -0.0199516444, 0.167353711, -0.126205078, -0.192965845, 0, 0, 0, 0, 0, 0, 0, 0.251741309, -0.0790507813, -0.151962012, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6372452, 0.1, 0.1, 0.0677887544, 0.200940813, -0.019955111, 0.167353711, -0.126205078, -0.192965845, 0, 0, 0, 0, 0, 0, 0, 0.251741309, -0.0790507813, -0.151962012, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6379467, 0.1, 0.1, 0.0677887465, 0.200940831, -0.0199625772, 0.167353711, -0.126205078, -0.192965845, 0, 0, 0, 0, 0, 0, 0, 0.251741309, -0.0790507813, -0.151962012, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6386383, 0.1, 0.1, 0.0677887382, 0.200940851, -0.0199712449, 0.167353711, -0.126205078, -0.192965845, 0, 0, 0, 0, 0, 0, 0, 0.251741309, -0.0790507813, -0.151962012, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6393455, 0.1, 0.1, 0.0677887301, 0.200940866, -0.0199786504, 0.167353711, -0.126205078, -0.192965845, 0, 0, 0, 0, 0, 0, 0, 0.251741309, -0.0790507813, -0.151962012, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6400716, 0.1, 0.1, 0.0677887242, 0.200940889, -0.0199826614, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6407737, 0.1, 0.1, 0.0677887179, 0.200940903, -0.0199822675, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.641468, 0.1, 0.1, 0.0677887082, 0.20094092, -0.0199781638, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6421703, 0.1, 0.1, 0.0677887048, 0.200940937, -0.0199717344, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6428695, 0.1, 0.1, 0.0677886967, 0.200940954, -0.0199651526, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6435639, 0.1, 0.1, 0.06778869, 0.200940969, -0.0199602899, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6443681, 0.1, 0.1, 0.0677886806, 0.200940993, -0.0199568314, 0.167887598, -0.127384521, -0.192234741, 0, 0, 0, 0, 0, 0, 0, 0.251392871, -0.0802922363, -0.151951416, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.645089, 0.1, 0.1, 0.0677886759, 0.200941005, -0.0199574792, 0.167159424, -0.128670142, -0.19243064, 0, 0, 0, 0, 0, 0, 0, 0.250994873, -0.0815090332, -0.151901025, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6457856, 0.1, 0.1, 0.0677886645, 0.20094103, -0.0199615871, 0.167159424, -0.128670142, -0.19243064, 0, 0, 0, 0, 0, 0, 0, 0.250994873, -0.0815090332, -0.151901025, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6464759, 0.1, 0.1, 0.0677886668, 0.200941037, -0.0199677445, 0.167159424, -0.128670142, -0.19243064, 0, 0, 0, 0, 0, 0, 0, 0.250994873, -0.0815090332, -0.151901025, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6471877, 0.1, 0.1, 0.0677886519, 0.200941048, -0.0199742168, 0.167159424, -0.128670142, -0.19243064, 0, 0, 0, 0, 0, 0, 0, 0.250994873, -0.0815090332, -0.151901025, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.647926, 0.1, 0.1, 0.0677886472, 0.200941076, -0.0199786732, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6486166, 0.1, 0.1, 0.0677886486, 0.200941087, -0.0199797749, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.649316, 0.1, 0.1, 0.067788633, 0.200941098, -0.019977834, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6500173, 0.1, 0.1, 0.067788625, 0.200941122, -0.019973624, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6507135, 0.1, 0.1, 0.0677886186, 0.200941129, -0.0199685888, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6514056, 0.1, 0.1, 0.0677886089, 0.200941143, -0.0199641956, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6521194, 0.1, 0.1, 0.0677886036, 0.200941155, -0.0199616068, 0.166965698, -0.12858103, -0.193721362, 0, 0, 0, 0, 0, 0, 0, 0.250982568, -0.0825265137, -0.151834277, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6528307, 0.1, 0.1, 0.067788597, 0.200941175, -0.0199613618, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6535189, 0.1, 0.1, 0.0677885945, 0.200941189, -0.0199634994, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6542191, 0.1, 0.1, 0.0677885874, 0.200941191, -0.0199673635, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6549203, 0.1, 0.1, 0.0677885805, 0.200941217, -0.0199716517, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6556148, 0.1, 0.1, 0.0677885833, 0.200941232, -0.0199750541, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6563194, 0.1, 0.1, 0.06778857, 0.200941231, -0.0199766147, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6570173, 0.1, 0.1, 0.0677885638, 0.200941249, -0.0199760061, 0.166381763, -0.128265259, -0.193914185, 0, 0, 0, 0, 0, 0, 0, 0.250933887, -0.0833708008, -0.151992236, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6577391, 0.1, 0.1, 0.0677885678, 0.200941266, -0.0199732991, 0.165439722, -0.128572217, -0.194937476, 0, 0, 0, 0, 0, 0, 0, 0.250868604, -0.0841967773, -0.152130176, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6584322, 0.1, 0.1, 0.0677885557, 0.200941278, -0.0199697224, 0.165439722, -0.128572217, -0.194937476, 0, 0, 0, 0, 0, 0, 0, 0.250868604, -0.0841967773, -0.152130176, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6591319, 0.1, 0.1, 0.0677885542, 0.200941291, -0.0199663051, 0.165439722, -0.128572217, -0.194937476, 0, 0, 0, 0, 0, 0, 0, 0.250868604, -0.0841967773, -0.152130176, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6599539, 0.1, 0.1, 0.0677885439, 0.20094131, -0.0199633323, 0.164671387, -0.129795215, -0.195416528, 0, 0, 0, 0, 0, 0, 0, 0.250868604, -0.0841967773, -0.152130176, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6610917, 0.1, 0.1, 0.0677885369, 0.200941324, -0.019955431, 0.164671387, -0.129795215, -0.195416528, 0, 0, 0, 0, 0, 0, 0, 0.251031445, -0.0850210449, -0.152274707, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.662218, 0.1, 0.1, 0.0677885338, 0.200941348, -0.0199463146, 0.164671387, -0.129795215, -0.195416528, 0, 0, 0, 0, 0, 0, 0, 0.251031445, -0.0850210449, -0.152274707, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6630987, 0.1, 0.1, 0.0677885285, 0.200941365, -0.0199424045, 0.164671387, -0.129795215, -0.195416528, 0, 0, 0, 0, 0, 0, 0, 0.251031445, -0.0850210449, -0.152274707, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6637998, 0.1, 0.1, 0.0677885227, 0.200941376, -0.0199475758, 0.164671387, -0.129795215, -0.195416528, 0, 0, 0, 0, 0, 0, 0, 0.251031445, -0.0850210449, -0.152274707, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6644913, 0.1, 0.1, 0.0677885171, 0.200941393, -0.0199585909, 0.164671387, -0.129795215, -0.195416528, 0, 0, 0, 0, 0, 0, 0, 0.251031445, -0.0850210449, -0.152274707, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6652181, 0.1, 0.1, 0.0677885121, 0.200941403, -0.0199720135, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6659157, 0.1, 0.1, 0.0677885078, 0.200941413, -0.0199828234, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6666128, 0.1, 0.1, 0.0677885063, 0.200941424, -0.0199887401, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6673211, 0.1, 0.1, 0.0677884989, 0.200941435, -0.019988509, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6680237, 0.1, 0.1, 0.0677884949, 0.200941444, -0.0199826381, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6687232, 0.1, 0.1, 0.0677884904, 0.200941453, -0.0199735073, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6694166, 0.1, 0.1, 0.0677884856, 0.200941466, -0.0199641694, 0.164095557, -0.131451025, -0.195284204, 0, 0, 0, 0, 0, 0, 0, 0.250677734, -0.0857503418, -0.152789307, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6701398, 0.1, 0.1, 0.0677884817, 0.200941473, -0.0199567927, 0.16364104, -0.132474585, -0.194508765, 0, 0, 0, 0, 0, 0, 0, 0.250292773, -0.0864632813, -0.153505664, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6708389, 0.1, 0.1, 0.0677884765, 0.200941483, -0.0199539459, 0.16364104, -0.132474585, -0.194508765, 0, 0, 0, 0, 0, 0, 0, 0.250292773, -0.0864632813, -0.153505664, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6715352, 0.1, 0.1, 0.0677884737, 0.200941493, -0.0199558175, 0.16364104, -0.132474585, -0.194508765, 0, 0, 0, 0, 0, 0, 0, 0.250292773, -0.0864632813, -0.153505664, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6722528, 0.1, 0.1, 0.0677884728, 0.200941499, -0.0199616345, 0.16364104, -0.132474585, -0.194508765, 0, 0, 0, 0, 0, 0, 0, 0.250292773, -0.0864632813, -0.153505664, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6729651, 0.1, 0.1, 0.0677884651, 0.200941511, -0.0199690659, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6736568, 0.1, 0.1, 0.0677884729, 0.20094152, -0.0199757907, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6743559, 0.1, 0.1, 0.0677884649, 0.200941527, -0.0199803279, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6750602, 0.1, 0.1, 0.067788457, 0.200941534, -0.0199814015, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6757961, 0.1, 0.1, 0.0677884612, 0.200941544, -0.0199786307, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6764945, 0.1, 0.1, 0.0677884529, 0.200941551, -0.0199731719, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6772121, 0.1, 0.1, 0.0677884527, 0.200941558, -0.0199667842, 0.163415381, -0.133272217, -0.193740894, 0, 0, 0, 0, 0, 0, 0, 0.250025342, -0.0867619629, -0.154406934, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6779407, 0.1, 0.1, 0.0677884493, 0.200941567, -0.0199612243, 0.163678662, -0.133916064, -0.193027222, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6786348, 0.1, 0.1, 0.0677884461, 0.200941576, -0.019958583, 0.163678662, -0.133916064, -0.193027222, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.679339, 0.1, 0.1, 0.0677884425, 0.200941584, -0.0199592372, 0.163678662, -0.133916064, -0.193027222, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6800458, 0.1, 0.1, 0.0677884397, 0.20094159, -0.0199628855, 0.163678662, -0.133916064, -0.193027222, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6807449, 0.1, 0.1, 0.0677884345, 0.200941597, -0.0199681916, 0.163678662, -0.133916064, -0.193027222, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6814369, 0.1, 0.1, 0.0677884334, 0.200941604, -0.0199735075, 0.163678662, -0.133916064, -0.193027222, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.682166, 0.1, 0.1, 0.0677884295, 0.200941614, -0.019977327, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.2501396, -0.0870839844, -0.15415332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6828662, 0.1, 0.1, 0.0677884196, 0.200941619, -0.0199782966, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.250147412, -0.0872961426, -0.154024805, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.683559, 0.1, 0.1, 0.0677884245, 0.200941628, -0.019976679, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.250147412, -0.0872961426, -0.154024805, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6842575, 0.1, 0.1, 0.0677884186, 0.200941632, -0.0199730776, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.250147412, -0.0872961426, -0.154024805, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6849757, 0.1, 0.1, 0.0677884124, 0.200941639, -0.0199684747, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6856693, 0.1, 0.1, 0.0677884112, 0.200941646, -0.0199645354, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6863733, 0.1, 0.1, 0.0677884079, 0.200941651, -0.0199622533, 0.164330444, -0.134148218, -0.191705591, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6870846, 0.1, 0.1, 0.0677884045, 0.200941658, -0.0199622155, 0.164883105, -0.13414895, -0.19075647, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.687788, 0.1, 0.1, 0.0677884036, 0.200941666, -0.0199642608, 0.164883105, -0.13414895, -0.19075647, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6884803, 0.1, 0.1, 0.0677883972, 0.200941672, -0.0199676382, 0.164883105, -0.13414895, -0.19075647, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6891803, 0.1, 0.1, 0.0677884006, 0.200941677, -0.0199713813, 0.164883105, -0.13414895, -0.19075647, 0, 0, 0, 0, 0, 0, 0, 0.250095166, -0.0879645508, -0.154090723, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.68991, 0.1, 0.1, 0.0677883936, 0.200941686, -0.0199741997, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6906003, 0.1, 0.1, 0.0677883865, 0.200941688, -0.0199752972, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6913006, 0.1, 0.1, 0.0677883938, 0.200941696, -0.0199746556, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6920368, 0.1, 0.1, 0.0677883848, 0.200941703, -0.0199722216, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6927384, 0.1, 0.1, 0.0677883817, 0.200941709, -0.0199691306, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6934332, 0.1, 0.1, 0.0677883776, 0.200941715, -0.0199663485, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6941449, 0.1, 0.1, 0.067788375, 0.200941721, -0.0199646065, 0.165811084, -0.134384521, -0.190473657, 0, 0, 0, 0, 0, 0, 0, 0.250122754, -0.0886961914, -0.154000049, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
39.6948638, 0.1, 0.1, 0.067788371, 0.200941727, -0.0199641512, 0.166404028, -0.135272729, -0.190646606, 0, 0, 0, 0, 0, 0, 0, 0.250371631, -0.0898640625, -0.153677588, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
