time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13, boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexPosX, indexPosY, indexPosZ, indexContact, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbPosX, thumbPosY, thumbPosZ, thumbContact, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, hoopSuccess, targetSuccess, trialSuccess, 
36.3201549, 0.1, 0.1, 0.149999605, -0.20000021, -0.0199606298, 0.706666696, -0.707546593, -1.29436805e-005, 0.707546592, 0.706666695, 4.73585028e-005, -2.43614794e-005, -4.26249337e-005, 0.999999999, 0.706666634, -0.707546655, -3.55531965e-006, 0.707546654, 0.706666633, 4.43269481e-005, -2.88509581e-005, -3.38399298e-005, 0.999999999, 0.182861987, -0.261411548, 0.210963721, 0, 0, 0, 0, 0, 0, 0, 0.198311182, -0.239986768, 0.24970835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3328378, 0.1, 0.1, 0.149999622, -0.200000191, -0.0199779899, 0.706652834, -0.707560437, 5.92102014e-006, 0.707560437, 0.706652834, -2.19743117e-005, 1.13640479e-005, 1.97176892e-005, 1, 0.706652949, -0.707560322, 1.85670625e-005, 0.707560322, 0.706652949, -1.42238597e-006, -1.21140456e-005, 1.414245e-005, 1, 0.177744263, -0.262146167, 0.208561987, 0, 0, 0, 0, 0, 0, 0, 0.195365674, -0.239932422, 0.249720508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3336287, 0.1, 0.1, 0.149999626, -0.200000187, -0.0199772071, 0.706652455, -0.707560816, -1.75292001e-005, 0.707560816, 0.706652455, 6.13963727e-006, 8.04288556e-006, -1.67415649e-005, 1, 0.706652499, -0.707560771, -3.02586034e-005, 0.707560771, 0.7066525, -6.16398104e-006, 2.57437089e-005, -1.70540081e-005, 1, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.195365674, -0.239932422, 0.249720508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3343532, 0.1, 0.1, 0.149999621, -0.20000019, -0.0199735238, 0.70665241, -0.707560861, 1.37501803e-005, 0.707560861, 0.70665241, 9.47398977e-006, -1.64200224e-005, 3.0342717e-006, 1, 0.706652409, -0.707560861, 3.00222426e-005, 0.707560861, 0.70665241, 1.20062845e-005, -2.97104671e-005, 1.2758294e-005, 0.999999999, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.196217529, -0.239679297, 0.249534131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3350773, 0.1, 0.1, 0.149999624, -0.200000191, -0.0199685452, 0.706652392, -0.707560878, 1.30090537e-005, 0.707560878, 0.706652392, -5.40774127e-006, -5.36657277e-006, 1.30260908e-005, 1, 0.706652402, -0.707560869, -1.49513933e-005, 0.707560869, 0.706652402, -2.51671667e-006, 1.23461682e-005, -8.80057693e-006, 1, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.196217529, -0.239679297, 0.249534131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3358312, 0.1, 0.1, 0.149999623, -0.20000019, -0.019963526, 0.706652429, -0.707560842, -1.95629805e-005, 0.707560842, 0.706652429, 1.82379425e-005, 9.19773771e-007, -2.67298853e-005, 1, 0.706652395, -0.707560876, -1.82803524e-005, 0.707560876, 0.706652395, 3.3762574e-006, 1.05289472e-005, -1.53203025e-005, 1, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.196217529, -0.239679297, 0.249534131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3365543, 0.1, 0.1, 0.14999962, -0.200000191, -0.0199602804, 0.706652806, -0.707560465, 1.51290989e-007, 0.707560464, 0.706652806, -4.04451255e-005, 2.85104616e-005, 2.8687709e-005, 0.999999999, 0.706652695, -0.707560576, 2.25158956e-005, 0.707560576, 0.706652695, -1.96695959e-005, -1.99348768e-006, 2.9830933e-005, 1, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.196217529, -0.239679297, 0.249534131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.337279, 0.1, 0.1, 0.149999625, -0.200000189, -0.0199597216, 0.706653611, -0.707559661, 1.22067589e-005, 0.70755966, 0.706653611, 2.58656791e-005, -2.69274614e-005, -9.64106537e-006, 1, 0.706653426, -0.707559846, -2.38078328e-005, 0.707559846, 0.706653426, 1.00940317e-005, 9.6817551e-006, -2.39784486e-005, 1, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.196217529, -0.239679297, 0.249534131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3380222, 0.1, 0.1, 0.149999616, -0.200000192, -0.0199618643, 0.706654721, -0.707558553, -9.96891888e-006, 0.707558553, 0.706654721, 2.71468361e-006, 5.12378599e-006, -8.9719378e-006, 1, 0.706654485, -0.707558787, 3.31555039e-005, 0.707558788, 0.706654486, 8.7871056e-006, -2.96468793e-005, 1.72500206e-005, 0.999999999, 0.17917085, -0.261696313, 0.208090356, 0, 0, 0, 0, 0, 0, 0, 0.196217529, -0.239679297, 0.249534131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36.3388199, 0.1, 0.1, 0.149999619, -0.20000019, -0.0199650548, 0.706655717, -0.707557557, 3.31439903e-005, 0.707557557, 0.706655717, -3.42188293e-006, -2.10002111e-005, 2.58693739e-005, 0.999999999, 0.706655575, -0.7075577, 5.12850123e-006, 0.7075577, 0.706655575, -1.65268788e-005, 8.06963633e-006, 1.53075215e-005, 1, 0.180494922, -0.261453296, 0.209614355, 0, 0, 0, 0, 0, 0, 0, 0.196907275, -0.239702002, 0.250786084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
