time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13, boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexPosX, indexPosY, indexPosZ, indexContact, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbPosX, thumbPosY, thumbPosZ, thumbContact, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, hoopSuccess, targetSuccess, trialSuccess, 
84.4236996, 0.1, 0.1, 0.150000259, -0.20000001, -0.0199745333, 0.70755628, -0.706656996, 1.95750808e-005, 0.706656996, 0.70755628, 9.3114278e-006, -2.0430457e-005, 7.24450859e-006, 1, 0.707556275, -0.706657002, 1.08988581e-005, 0.706657001, 0.707556275, 1.7747541e-005, -2.02529796e-005, -4.85562958e-006, 1, 0.196376221, -0.187964209, -0.16973147, 0, 0, 0, 0, 0, 0, 0, 0.245708936, -0.178168213, -0.145023926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4414116, 0.1, 0.1, 0.150000252, -0.199999999, -0.0199598068, 0.707589328, -0.706623905, 2.77924962e-006, 0.706623904, 0.707589328, 2.63149272e-005, -2.0561324e-005, -1.66562775e-005, 1, 0.707589222, -0.706624011, 7.39295134e-006, 0.70662401, 0.707589222, 2.11105455e-005, -2.0148391e-005, -9.71355757e-006, 1, 0.197564478, -0.187910132, -0.16586665, 0, 0, 0, 0, 0, 0, 0, 0.245866406, -0.177272803, -0.143113623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4422029, 0.1, 0.1, 0.150000254, -0.199999996, -0.0199627693, 0.707589842, -0.70662339, -1.71530496e-005, 0.70662339, 0.707589842, -1.81109237e-006, 1.34170839e-005, -1.08392355e-005, 1, 0.70758974, -0.706623492, -1.46477132e-005, 0.706623492, 0.70758974, -2.7205904e-005, 2.95889025e-005, 8.90020027e-006, 1, 0.197564478, -0.187910132, -0.16586665, 0, 0, 0, 0, 0, 0, 0, 0.245866406, -0.177272803, -0.143113623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4429271, 0.1, 0.1, 0.150000252, -0.199999999, -0.0199666504, 0.707590515, -0.706622717, 2.9884179e-006, 0.706622717, 0.707590515, -7.12602888e-006, 2.92083773e-006, 7.15399441e-006, 1, 0.707590365, -0.706622866, 2.13629162e-005, 0.706622867, 0.707590365, 3.73733122e-006, -1.77570774e-005, 1.24510255e-005, 1, 0.197564478, -0.187910132, -0.16586665, 0, 0, 0, 0, 0, 0, 0, 0.245866406, -0.177272803, -0.143113623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4436522, 0.1, 0.1, 0.150000251, -0.2, -0.0199707951, 0.707591336, -0.706621893, 2.86389579e-005, 0.706621893, 0.707591337, 1.12664211e-005, -2.82257783e-005, 1.22648927e-005, 1, 0.707591179, -0.706622051, 1.82095591e-005, 0.706622051, 0.70759118, 8.39675866e-006, -1.88182582e-005, 6.92580364e-006, 1, 0.197564478, -0.187910132, -0.16586665, 0, 0, 0, 0, 0, 0, 0, 0.245866406, -0.177272803, -0.143113623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4444453, 0.1, 0.1, 0.15000025, -0.2, -0.019973811, 0.707592009, -0.70662122, 9.76402396e-007, 0.70662122, 0.707592009, -2.04962838e-005, 1.37922145e-005, 1.51929533e-005, 1, 0.707591897, -0.706621332, -1.01681869e-005, 0.706621332, 0.707591897, -9.11453806e-006, 1.36354537e-005, -7.35684482e-007, 1, 0.197564478, -0.187910132, -0.16586665, 0, 0, 0, 0, 0, 0, 0, 0.245866406, -0.177272803, -0.143113623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4451809, 0.1, 0.1, 0.150000249, -0.200000002, -0.0199740589, 0.707592291, -0.706620938, -1.70776747e-005, 0.706620938, 0.70759229, 2.4904862e-005, -5.51426601e-006, -2.96899308e-005, 1, 0.707592266, -0.706620962, -2.09273335e-006, 0.706620962, 0.707592266, 2.42921955e-005, -1.56845726e-005, -1.86677389e-005, 1, 0.197390063, -0.187824585, -0.164833081, 0, 0, 0, 0, 0, 0, 0, 0.245692725, -0.177843066, -0.142014258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4459171, 0.1, 0.1, 0.150000251, -0.200000001, -0.0199724266, 0.707592209, -0.70662102, 2.62956775e-005, 0.70662102, 0.707592209, -1.82569968e-005, -5.70583879e-006, 3.14995872e-005, 0.999999999, 0.707592256, -0.706620973, 4.11012862e-006, 0.706620973, 0.707592256, -2.09922938e-005, 1.19252999e-005, 1.77582876e-005, 1, 0.197390063, -0.187824585, -0.164833081, 0, 0, 0, 0, 0, 0, 0, 0.245692725, -0.177843066, -0.142014258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4466815, 0.1, 0.1, 0.150000251, -0.2, -0.0199694381, 0.707591931, -0.706621297, -4.11249791e-005, 0.706621297, 0.707591932, 1.54720648e-006, 2.80064144e-005, -3.01545769e-005, 0.999999999, 0.707591989, -0.70662124, -2.31572105e-005, 0.70662124, 0.707591989, -3.02014309e-006, 1.85199539e-005, -1.42263477e-005, 1, 0.197390063, -0.187824585, -0.164833081, 0, 0, 0, 0, 0, 0, 0, 0.245692725, -0.177843066, -0.142014258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4474447, 0.1, 0.1, 0.15000025, -0.2, -0.0199654676, 0.707591782, -0.706621446, 4.5124768e-005, 0.706621447, 0.707591782, -1.57738557e-005, -2.07837702e-005, 4.30475795e-005, 0.999999999, 0.707591779, -0.70662145, 3.49007453e-005, 0.70662145, 0.707591779, -3.25313566e-006, -2.2396745e-005, 2.69635073e-005, 0.999999999, 0.197390063, -0.187824585, -0.164833081, 0, 0, 0, 0, 0, 0, 0, 0.245203027, -0.178313232, -0.141532617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4481684, 0.1, 0.1, 0.15000025, -0.199999997, -0.0199627116, 0.70759202, -0.706621208, -3.1747429e-005, 0.706621209, 0.70759202, 1.89137383e-005, 9.09937877e-006, -3.58166169e-005, 0.999999999, 0.707591932, -0.706621297, -2.86367921e-005, 0.706621297, 0.707591932, -4.71065535e-006, 2.35918124e-005, -1.69021455e-005, 1, 0.197390063, -0.187824585, -0.164833081, 0, 0, 0, 0, 0, 0, 0, 0.245203027, -0.178313232, -0.141532617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4488897, 0.1, 0.1, 0.150000249, -0.200000001, -0.0199619283, 0.707592692, -0.706620536, 1.93404695e-005, 0.706620536, 0.707592692, -3.08602905e-005, 8.12134019e-006, 3.5502889e-005, 0.999999999, 0.707592523, -0.706620705, 2.43013006e-005, 0.706620705, 0.707592524, -1.23742776e-006, -1.63210265e-005, 1.80473968e-005, 1, 0.197390063, -0.187824585, -0.164833081, 0, 0, 0, 0, 0, 0, 0, 0.245203027, -0.178313232, -0.141532617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4496755, 0.1, 0.1, 0.150000248, -0.200000002, -0.0199627449, 0.707593628, -0.706619598, -1.06700047e-005, 0.706619598, 0.707593627, 6.05946287e-005, -3.52673249e-005, -5.04160076e-005, 0.999999998, 0.70759346, -0.706619767, -5.82110657e-006, 0.706619767, 0.70759346, 3.91260291e-005, -2.35282486e-005, -3.17986313e-005, 0.999999999, 0.196530054, -0.188365674, -0.164445312, 0, 0, 0, 0, 0, 0, 0, 0.245203027, -0.178313232, -0.141532617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4503965, 0.1, 0.1, 0.150000252, -0.200000004, -0.0199648428, 0.707594365, -0.70661886, -1.99324821e-005, 0.706618859, 0.707594365, -5.4661533e-005, 5.27289822e-005, 2.4593525e-005, 0.999999998, 0.707594229, -0.706618997, -1.95444442e-005, 0.706618997, 0.707594229, -2.68840497e-005, 3.28263162e-005, 5.21252281e-006, 0.999999999, 0.196530054, -0.188365674, -0.164445312, 0, 0, 0, 0, 0, 0, 0, 0.245203027, -0.178313232, -0.141532617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
84.4511166, 0.1, 0.1, 0.150000254, -0.199999999, -0.0199679467, 0.707595015, -0.70661821, 5.25948933e-006, 0.70661821, 0.707595014, 3.06577854e-005, -2.53849379e-005, -1.79768452e-005, 1, 0.707594868, -0.706618357, -1.21574679e-005, 0.706618357, 0.707594868, -3.23423938e-006, 1.08879348e-005, -6.30215882e-006, 1, 0.196530054, -0.188365674, -0.164445312, 0, 0, 0, 0, 0, 0, 0, 0.245203027, -0.178313232, -0.141532617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
