time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13, boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, indexContact, indexPosX, indexPosY, indexPosZ, indexRot_11, indexRot_12, indexRot_13, indexRot_21, indexRot_22, indexRot_23, indexRot_31, indexRot_32, indexRot_33, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, thumbContact, thumbPosX, thumbPosY, thumbPosZ, thumbRot_11, thumbRot_12, thumbRot_13, thumbRot_21, thumbRot_22, thumbRot_23, thumbRot_31, thumbRot_32, thumbRot_33, mapping, boxInitParam, trialSuccess, 
623.072805, 0.1, 0.1, -0.0272028698, 0.277381023, -0.0199605211, 0.596252493, -7.18362459e-006, 0.802796963, 0.802796963, -1.07017608e-005, -0.596252493, 1.28745951e-005, 1, -6.13959533e-007, 0.596251791, 1.1147544e-005, 0.802797485, 0.802797485, 2.21848923e-006, -0.596251791, -8.42774062e-006, 1, -7.62644207e-006, 0, 0, 0, 0, 0, 0, 0, 0.358372559, 0.0699610596, -0.149971777, -0.475558383, 0.859566472, -0.186975953, -0.872680664, -0.434326172, 0.22265625, 0.110173974, 0.269115998, 0.956800773, 0, 0, 0, 0, 0, 0, 0, 0.376846045, 0.0947267578, -0.127187939, -0.531219746, 0.421106602, -0.734994548, 0.338012695, -0.690063477, -0.639770508, -0.77670138, -0.588355839, 0.224327798, 1, 3, 1, 
623.080018, 0.1, 0.1, -0.0272028485, 0.277381015, -0.0199673434, 0.596277527, 9.21553776e-006, 0.802778369, 0.802778369, -1.07589372e-005, -0.596277527, 3.14202402e-006, 1, -1.38133469e-005, 0.5962774, -9.602023e-006, 0.802778464, 0.802778464, 8.92975772e-006, -0.5962774, -1.44314788e-006, 1, 1.303291e-005, 0, 0, 0, 0, 0, 0, 0, 0.358272949, 0.0714750488, -0.150581201, -0.47748147, 0.858671204, -0.185814462, -0.871704102, -0.436523438, 0.222167969, 0.109737009, 0.268145467, 0.957111178, 0, 0, 0, 0, 0, 0, 0, 0.376221338, 0.0960846191, -0.128393359, -0.534656904, 0.418601645, -0.733978126, 0.338134766, -0.690063477, -0.639770508, -0.774362301, -0.590214776, 0.227503196, 1, 3, 1, 
623.080806, 0.1, 0.1, -0.0272028506, 0.277381016, -0.0199604066, 0.596278005, -2.87720214e-005, 0.802778014, 0.802778015, -2.17508985e-006, -0.596278005, 1.89022378e-005, 1, 2.18005879e-005, 0.596277944, -8.25704836e-006, 0.80277806, 0.80277806, 6.83706539e-006, -0.596277944, -5.65150261e-007, 1, 1.07053686e-005, 0, 0, 0, 0, 0, 0, 0, 0.358272949, 0.0714750488, -0.150581201, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376221338, 0.0960846191, -0.128393359, -0.534656904, 0.418601645, -0.733978126, 0.338134766, -0.690063477, -0.639770508, -0.774362301, -0.590214776, 0.227503196, 1, 3, 1, 
623.081629, 0.1, 0.1, -0.0272028512, 0.277381015, -0.0199550542, 0.59627811, 7.06518213e-006, 0.802777937, 0.802777937, 1.48781354e-005, -0.59627811, -1.61566523e-005, 1, 3.19973412e-006, 0.596278118, 8.72900144e-006, 0.802777931, 0.80277793, 2.29123043e-005, -0.596278118, -2.35984048e-005, 1, 6.65465599e-006, 0, 0, 0, 0, 0, 0, 0, 0.358336792, 0.0712713379, -0.150231641, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376297021, 0.0959368164, -0.128239941, -0.533021447, 0.419138657, -0.734923819, 0.337158203, -0.69140625, -0.638793945, -0.775908805, -0.588317193, 0.227158315, 1, 3, 1, 
623.082418, 0.1, 0.1, -0.0272028518, 0.277381014, -0.0199537334, 0.596278085, -1.27042697e-005, 0.802777955, 0.802777955, 4.68721474e-005, -0.596278084, -3.0052649e-005, 0.999999999, 3.81475419e-005, 0.596278087, -8.14777462e-006, 0.802777953, 0.802777953, 3.24784728e-005, -0.596278087, -2.12146625e-005, 0.999999999, 2.59070555e-005, 0, 0, 0, 0, 0, 0, 0, 0.358336792, 0.0712713379, -0.150231641, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376297021, 0.0959368164, -0.128239941, -0.533021447, 0.419138657, -0.734923819, 0.337158203, -0.69140625, -0.638793945, -0.775908805, -0.588317193, 0.227158315, 1, 3, 1, 
623.083211, 0.1, 0.1, -0.0272028557, 0.277381015, -0.0199563691, 0.596277907, 3.52195839e-005, 0.802778086, 0.802778087, -3.06642473e-005, -0.596277906, 3.61592603e-006, 0.999999999, -4.65579234e-005, 0.596277966, 3.71449849e-005, 0.802778043, 0.802778044, -2.46617376e-005, -0.596277965, -2.35083454e-006, 0.999999999, -4.4524429e-005, 0, 0, 0, 0, 0, 0, 0, 0.358336792, 0.0712713379, -0.150231641, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376297021, 0.0959368164, -0.128239941, -0.533021447, 0.419138657, -0.734923819, 0.337158203, -0.69140625, -0.638793945, -0.775908805, -0.588317193, 0.227158315, 1, 3, 1, 
623.084008, 0.1, 0.1, -0.0272028517, 0.277381012, -0.0199617964, 0.59627759, -6.58159123e-005, 0.80277832, 0.802778323, 3.11433697e-005, -0.596277589, 1.42433315e-005, 0.999999997, 7.14056811e-005, 0.596277677, -4.82050123e-005, 0.802778257, 0.802778258, 3.97274427e-005, -0.596277675, -3.14875456e-006, 0.999999998, 6.23865231e-005, 0, 0, 0, 0, 0, 0, 0, 0.358336792, 0.0712713379, -0.150231641, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376297021, 0.0959368164, -0.128239941, -0.533021447, 0.419138657, -0.734923819, 0.337158203, -0.69140625, -0.638793945, -0.775908805, -0.588317193, 0.227158315, 1, 3, 1, 
623.084798, 0.1, 0.1, -0.0272028511, 0.277381011, -0.0199680502, 0.596277188, 5.0521021e-005, 0.80277862, 0.802778621, -2.32706839e-005, -0.596277188, -1.14433248e-005, 0.999999998, -5.44329736e-005, 0.596277221, 3.0375605e-005, 0.802778596, 0.802778597, -3.15883591e-006, -0.596277221, -1.55764355e-005, 1, -2.62684275e-005, 0, 0, 0, 0, 0, 0, 0, 0.358336792, 0.0712713379, -0.150231641, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376297021, 0.0959368164, -0.128239941, -0.533021447, 0.419138657, -0.734923819, 0.337158203, -0.69140625, -0.638793945, -0.775908805, -0.588317193, 0.227158315, 1, 3, 1, 
623.085589, 0.1, 0.1, -0.027202862, 0.277381017, -0.0199730693, 0.596277155, 2.29637604e-005, 0.802778646, 0.802778646, 6.89588549e-006, -0.596277155, -1.92286354e-005, 1, -1.43229575e-005, 0.596277182, 4.34313247e-005, 0.802778625, 0.802778626, -1.45491078e-005, -0.596277182, -1.42173951e-005, 0.999999999, -4.35410402e-005, 0, 0, 0, 0, 0, 0, 0, 0.358336792, 0.0712713379, -0.150231641, -0.476168333, 0.858982731, -0.187699358, -0.872558594, -0.435180664, 0.221557617, 0.108663885, 0.269332045, 0.956915349, 0, 0, 0, 0, 0, 0, 0, 0.376297021, 0.0959368164, -0.128239941, -0.533021447, 0.419138657, -0.734923819, 0.337158203, -0.69140625, -0.638793945, -0.775908805, -0.588317193, 0.227158315, 1, 3, 1, 
623.086409, 0.1, 0.1, -0.0272028527, 0.277381008, -0.0199749547, 0.596276762, -4.58088048e-005, 0.802778937, 0.802778938, 4.68082164e-005, -0.59627676, -1.02619245e-005, 0.999999998, 6.46849954e-005, 0.59627683, -5.84654608e-005, 0.802778885, 0.802778888, 4.14503788e-005, -0.596276828, 1.58611063e-006, 0.999999997, 7.16507381e-005, 0, 0, 0, 0, 0, 0, 0, 0.358655737, 0.071083252, -0.150097876, -0.474233263, 0.859617769, -0.18944459, -0.873657227, -0.433349609, 0.220703125, 0.107615849, 0.270220201, 0.956820991, 0, 0, 0, 0, 0, 0, 0, 0.376635498, 0.0956456055, -0.128100195, -0.530581022, 0.420730004, -0.735767434, 0.336181641, -0.692260742, -0.638305664, -0.77810716, -0.585940567, 0.22584222, 1, 3, 1, 
