time, trialNum, cceExpType, mapping, indexContact, thumbContact, manipForceTooHigh, trialSuccess, boxPosX, boxPosY, boxPosZ, indexPosX, indexPosY, indexPosZ, thumbPosX, thumbPosY, thumbPosZ, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13, boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexRot_11, indexRot_12, indexRot_13, indexRot_21, indexRot_22, indexRot_23, indexRot_31, indexRot_32, indexRot_33, thumbRot_11, thumbRot_12, thumbRot_13, thumbRot_21, thumbRot_22, thumbRot_23, thumbRot_31, thumbRot_32, thumbRot_33, 
686.382956, 88, 2, 3, 0, 0, 0, 1, 0.0132481955, 0.363911034, -0.0349708606, 0.286704565, -0.116198096, -0.185179004, 0.357685352, -0.067112793, -0.149063184, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962519224, 4.96392448e-005, 0.27121346, 0.271213461, -1.49276482e-005, -0.962519225, -4.37301484e-005, 0.999999999, -2.78309797e-005, 0.962519242, 6.2178115e-005, 0.271213392, 0.271213394, -2.15941367e-005, -0.962519244, -5.39910131e-005, 0.999999998, -3.76483097e-005, -0.280690524, 0.665968232, -0.691190122, -0.891113281, 0.0866699219, 0.4453125, 0.356526646, 0.74087856, 0.569235756, 0.0128166862, 0.545742286, -0.837772044, 0.202392578, -0.821777344, -0.532348633, -0.979121679, -0.162595111, -0.120948436, 
686.413697, 88, 2, 3, 0, 0, 0, 1, 0.0132482155, 0.363911066, -0.0349702461, 0.290967505, -0.126741089, -0.181381592, 0.359974268, -0.0760820801, -0.1461396, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962519705, -3.11169818e-006, 0.271211757, 0.271211757, -1.25875964e-005, -0.962519705, 6.40897495e-006, 1, -1.12718804e-005, 0.962519645, 5.96577093e-006, 0.27121197, 0.27121197, -5.00479492e-006, -0.962519645, -4.38481144e-006, 1, -6.43520191e-006, -0.30510878, 0.650929123, -0.695108933, -0.891967773, 0.0601806641, 0.447998047, 0.333451076, 0.756732042, 0.562440919, -0.00877857222, 0.534049785, -0.845234411, 0.233642578, -0.820800781, -0.521118164, -0.972185729, -0.201997025, -0.117682253, 
686.414402, 88, 2, 3, 0, 0, 0, 1, 0.0132482156, 0.363911067, -0.0349675069, 0.290967505, -0.126741089, -0.181381592, 0.359974268, -0.0760820801, -0.1461396, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962520019, 9.72110196e-006, 0.271210643, 0.271210643, 1.40547061e-005, -0.962520019, -1.31685411e-005, 1, 1.08914697e-005, 0.96251995, 3.55688963e-006, 0.27121089, 0.27121089, 1.34596828e-005, -0.962519949, -7.07398979e-006, 1, 1.1990546e-005, -0.30510878, 0.650929123, -0.695108933, -0.891967773, 0.0601806641, 0.447998047, 0.333451076, 0.756732042, 0.562440919, -0.00877857222, 0.534049785, -0.845234411, 0.233642578, -0.820800781, -0.521118164, -0.972185729, -0.201997025, -0.117682253, 
686.415103, 88, 2, 3, 0, 0, 0, 1, 0.0132482155, 0.36391107, -0.0349654416, 0.291504419, -0.128094824, -0.18134021, 0.359974268, -0.0760820801, -0.1461396, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962520349, -1.05531739e-005, 0.271209471, 0.271209471, -9.1471753e-006, -0.962520349, 1.26384452e-005, 1, -5.94222167e-006, 0.962520284, -9.35789556e-006, 0.271209701, 0.271209701, -1.57886021e-005, -0.962520284, 1.32891864e-005, 1, -1.26588977e-005, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.00877857222, 0.534049785, -0.845234411, 0.233642578, -0.820800781, -0.521118164, -0.972185729, -0.201997025, -0.117682253, 
686.415809, 88, 2, 3, 0, 0, 0, 1, 0.0132482132, 0.363911069, -0.0349645232, 0.291504419, -0.128094824, -0.18134021, 0.36028501, -0.0775243164, -0.145926123, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.9625207, 8.02645675e-006, 0.271208225, 0.271208225, -4.79060237e-006, -0.9625207, -6.42638e-006, 1, -6.78789504e-006, 0.962520632, 1.13885619e-005, 0.271208469, 0.271208468, 9.45446993e-006, -0.962520632, -1.35258581e-005, 1, 6.01144793e-006, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.0110658796, 0.53371693, -0.845528253, 0.236694336, -0.820068359, -0.520751953, -0.971444193, -0.205837033, -0.117222166, 
686.4165, 88, 2, 3, 0, 0, 0, 1, 0.0132482146, 0.363911071, -0.0349652391, 0.291504419, -0.128094824, -0.18134021, 0.36028501, -0.0775243164, -0.145926123, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962521064, 2.88999295e-006, 0.271206934, 0.271206934, 1.41400192e-005, -0.962521064, -6.61655035e-006, 1, 1.28262802e-005, 0.96252099, -7.46623093e-006, 0.271207195, 0.271207195, 5.35161448e-006, -0.96252099, 5.73500763e-006, 1, 7.17593682e-006, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.0110658796, 0.53371693, -0.845528253, 0.236694336, -0.820068359, -0.520751953, -0.971444193, -0.205837033, -0.117222166, 
686.417193, 88, 2, 3, 0, 0, 0, 1, 0.0132482131, 0.363911073, -0.0349672399, 0.291504419, -0.128094824, -0.18134021, 0.36028501, -0.0775243164, -0.145926123, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962521442, -8.58193661e-006, 0.271205594, 0.271205594, -1.47561607e-005, -0.962521442, 1.22622513e-005, 1, -1.18756518e-005, 0.962521366, -2.80151894e-006, 0.271205864, 0.271205864, -1.36544734e-005, -0.962521366, 6.3996951e-006, 1, -1.2382934e-005, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.0110658796, 0.53371693, -0.845528253, 0.236694336, -0.820068359, -0.520751953, -0.971444193, -0.205837033, -0.117222166, 
686.417881, 88, 2, 3, 0, 0, 0, 1, 0.0132482125, 0.363911072, -0.0349698524, 0.291504419, -0.128094824, -0.18134021, 0.36028501, -0.0775243164, -0.145926123, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962521824, 8.97898825e-006, 0.271204238, 0.271204238, 7.72199757e-006, -0.962521824, -1.07367106e-005, 1, 4.99745152e-006, 0.962521748, 7.64841101e-006, 0.271204507, 0.271204507, 1.30564693e-005, -0.962521748, -1.09027352e-005, 1, 1.04928521e-005, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.0110658796, 0.53371693, -0.845528253, 0.236694336, -0.820068359, -0.520751953, -0.971444193, -0.205837033, -0.117222166, 
686.418573, 88, 2, 3, 0, 0, 0, 1, 0.0132482132, 0.363911075, -0.0349723293, 0.291504419, -0.128094824, -0.18134021, 0.36028501, -0.0775243164, -0.145926123, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.96252221, -5.72309745e-006, 0.271202868, 0.271202868, 4.22362257e-006, -0.96252221, 4.36314985e-006, 1, 5.61745097e-006, 0.962522133, -8.26359864e-006, 0.271203141, 0.271203141, -6.91995819e-006, -0.962522133, 9.83061098e-006, 1, -4.41949901e-006, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.0110658796, 0.53371693, -0.845528253, 0.236694336, -0.820068359, -0.520751953, -0.971444193, -0.205837033, -0.117222166, 
686.419284, 88, 2, 3, 0, 0, 0, 1, 0.0132482113, 0.363911075, -0.0349739098, 0.291504419, -0.128094824, -0.18134021, 0.36028501, -0.0775243164, -0.145926123, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.962522603, -2.77003577e-006, 0.271201473, 0.271201473, -1.04273191e-005, -0.962522603, 5.49412635e-006, 1, -9.28529257e-006, 0.962522516, 6.00428157e-006, 0.27120178, 0.27120178, -2.93113027e-006, -0.962522516, -4.98432846e-006, 1, -4.44965073e-006, -0.307672896, 0.650624708, -0.694284057, -0.891357422, 0.0581054687, 0.449462891, 0.332868456, 0.757151032, 0.562186679, -0.0110658796, 0.53371693, -0.845528253, 0.236694336, -0.820068359, -0.520751953, -0.971444193, -0.205837033, -0.117222166, 
