time, trialNum, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13, boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, indexContact, indexPosX, indexPosY, indexPosZ, indexRot_11, indexRot_12, indexRot_13, indexRot_21, indexRot_22, indexRot_23, indexRot_31, indexRot_32, indexRot_33, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, thumbContact, thumbPosX, thumbPosY, thumbPosZ, thumbRot_11, thumbRot_12, thumbRot_13, thumbRot_21, thumbRot_22, thumbRot_23, thumbRot_31, thumbRot_32, thumbRot_33, manipForceTooHigh, cceExpType, mapping, trialSuccess, 
683.948581, 46, 0.1, 0.1, -0.00731241035, 0.382867481, -0.0199619515, 0.738964713, -3.06770535e-005, -0.67374413, 0.67374413, -5.33674061e-006, 0.738964713, -2.62648577e-005, -1, 1.67248217e-005, 0.738964635, 1.24172025e-005, -0.673744216, 0.673744216, -2.24170732e-006, 0.738964635, 7.6655362e-006, -1, -1.00225608e-005, 0, 0, 0, 0, 0, 0, 0, 0.273635571, -0.138367383, -0.178508447, 0.00121176923, 0.700896148, -0.713116209, -0.905395508, 0.303344727, 0.296630859, 0.424346369, 0.645371594, 0.635246026, -0, 0, 0, 0, 0, 0, 0, 0.308400098, -0.105252881, -0.166198145, -0.00121805363, -0.11100156, -0.993743039, 0.475708008, -0.874145508, 0.0971679688, -0.879456796, -0.47256561, 0.0538914936, 0, 1, 5, 1, 
683.982107, 46, 0.1, 0.1, -0.0073124029, 0.382867491, -0.0199640764, 0.73894085, -2.65248949e-005, -0.673770302, 0.673770302, 1.53771907e-006, 0.73894085, -1.85642589e-005, -1, 1.90079699e-005, 0.738941147, -2.62128219e-005, -0.673769976, 0.673769977, 1.0331651e-005, 0.738941147, -1.24085764e-005, -1, 2.52958945e-005, 0, 0, 0, 0, 0, 0, 0, 0.285968018, -0.140442383, -0.176048877, -0.00973776202, 0.740622006, -0.671688972, -0.913818359, 0.266113281, 0.306640625, 0.405935119, 0.616833088, 0.674413612, -0, 0, 0, 0, 0, 0, 0, 0.316442432, -0.108963672, -0.162589648, -0.00685026727, -0.101621223, -0.994771121, 0.512573242, -0.854492187, 0.0837402344, -0.858568792, -0.509261709, 0.0578339473, 0, 1, 5, 1, 
683.982901, 46, 0.1, 0.1, -0.00731240194, 0.382867492, -0.0199620362, 0.738939449, -1.39376854e-005, -0.673771838, 0.673771838, -4.8597849e-006, 0.738939449, -1.35734918e-005, -1, 5.79973312e-006, 0.738939715, 7.02578291e-006, -0.673771547, 0.673771547, 3.08595628e-006, 0.738939715, 7.27085956e-006, -1, -2.45343696e-006, 0, 0, 0, 0, 0, 0, 0, 0.285968018, -0.140442383, -0.176048877, -0.00973776202, 0.740622006, -0.671688972, -0.913818359, 0.266113281, 0.306640625, 0.405935119, 0.616833088, 0.674413612, -0, 0, 0, 0, 0, 0, 0, 0.317396436, -0.108752637, -0.16194165, -0.00685026727, -0.101621223, -0.994771121, 0.512573242, -0.854492187, 0.0837402344, -0.858568792, -0.509261709, 0.0578339473, 0, 1, 5, 1, 
683.983694, 46, 0.1, 0.1, -0.00731240008, 0.382867491, -0.0199612757, 0.738938057, -2.9699437e-006, -0.673773366, 0.673773365, 1.45234421e-005, 0.738938057, 7.59090403e-006, -1, 1.2732993e-005, 0.738938345, 1.8614471e-005, -0.673773049, 0.673773049, 2.40135193e-006, 0.738938346, 1.53729126e-005, -1, -1.07674778e-005, 0, 0, 0, 0, 0, 0, 0, 0.285968018, -0.140442383, -0.176048877, -0.00973776202, 0.740622006, -0.671688972, -0.913818359, 0.266113281, 0.306640625, 0.405935119, 0.616833088, 0.674413612, -0, 0, 0, 0, 0, 0, 0, 0.317396436, -0.108752637, -0.16194165, -0.00685026727, -0.101621223, -0.994771121, 0.512573242, -0.854492187, 0.0837402344, -0.858568792, -0.509261709, 0.0578339473, 0, 1, 5, 1, 
683.984493, 46, 0.1, 0.1, -0.007312401, 0.382867492, -0.0199618249, 0.73893649, 1.0471663e-005, -0.673775084, 0.673775084, 1.07349584e-005, 0.73893649, 1.49708414e-005, -1, 8.76906841e-007, 0.738936807, 1.14787864e-005, -0.673774737, 0.673774737, -1.32848068e-007, 0.738936807, 8.39258812e-006, -1, -7.83228263e-006, 0, 0, 0, 0, 0, 0, 0, 0.285968018, -0.140442383, -0.176048877, -0.00973776202, 0.740622006, -0.671688972, -0.913818359, 0.266113281, 0.306640625, 0.405935119, 0.616833088, 0.674413612, -0, 0, 0, 0, 0, 0, 0, 0.317396436, -0.108752637, -0.16194165, -0.00685026727, -0.101621223, -0.994771121, 0.512573242, -0.854492187, 0.0837402344, -0.858568792, -0.509261709, 0.0578339473, 0, 1, 5, 1, 
683.985289, 46, 0.1, 0.1, -0.00731239997, 0.38286749, -0.0199634933, 0.738934976, 2.00731402e-005, -0.673776744, 0.673776744, -8.49836597e-006, 0.738934976, 9.10674404e-006, -1, -1.98045549e-005, 0.738935281, 3.31743409e-006, -0.673776409, 0.673776409, -1.9661185e-005, 0.738935281, -1.07958735e-005, -1, -1.67635521e-005, 0, 0, 0, 0, 0, 0, 0, 0.285968018, -0.140442383, -0.176048877, -0.00973776202, 0.740622006, -0.671688972, -0.913818359, 0.266113281, 0.306640625, 0.405935119, 0.616833088, 0.674413612, -0, 0, 0, 0, 0, 0, 0, 0.317396436, -0.108752637, -0.16194165, -0.00685026727, -0.101621223, -0.994771121, 0.512573242, -0.854492187, 0.0837402344, -0.858568792, -0.509261709, 0.0578339473, 0, 1, 5, 1, 
683.986081, 46, 0.1, 0.1, -0.00731240066, 0.382867492, -0.0199656618, 0.738933383, -5.70508985e-006, -0.673778491, 0.673778491, -6.60665641e-006, 0.738933383, -8.66710433e-006, -1, -1.03791214e-006, 0.738933709, -2.20031542e-005, -0.673778134, 0.673778134, 1.42646031e-006, 0.738933709, -1.52977546e-005, -1, 1.58793038e-005, 0, 0, 0, 0, 0, 0, 0, 0.285968018, -0.140442383, -0.176048877, -0.00973776202, 0.740622006, -0.671688972, -0.913818359, 0.266113281, 0.306640625, 0.405935119, 0.616833088, 0.674413612, -0, 0, 0, 0, 0, 0, 0, 0.317396436, -0.108752637, -0.16194165, -0.00685026727, -0.101621223, -0.994771121, 0.512573242, -0.854492187, 0.0837402344, -0.858568792, -0.509261709, 0.0578339473, 0, 1, 5, 1, 
683.986904, 46, 0.1, 0.1, -0.00731239986, 0.382867492, -0.0199675004, 0.738931718, -1.34202508e-005, -0.673780318, 0.673780318, -1.02425597e-005, 0.738931718, -1.68178841e-005, -1, 1.47374863e-006, 0.738932061, -1.19365352e-005, -0.673779941, 0.673779941, -2.70301291e-006, 0.738932061, -1.06415245e-005, -1, 6.04525511e-006, 0, 0, 0, 0, 0, 0, 0, 0.287117041, -0.139845386, -0.174976709, -0.0130537359, 0.743572912, -0.668431408, -0.916748047, 0.25793457, 0.30480957, 0.399044802, 0.616736486, 0.678594158, -0, 0, 0, 0, 0, 0, 0, 0.317396436, -0.108752637, -0.16194165, -0.00561656169, -0.100644547, -0.994924606, 0.518310547, -0.851074219, 0.0831298828, -0.855125071, -0.515050706, 0.0569586164, 0, 1, 5, 1, 
683.987698, 46, 0.1, 0.1, -0.00731239881, 0.382867493, -0.0199681299, 0.738930136, -2.1182704e-005, -0.673782052, 0.673782052, 6.36983233e-006, 0.738930136, -1.13606596e-005, -1, 1.89793868e-005, 0.73893046, -3.84539149e-006, -0.673781697, 0.673781697, 1.25529151e-005, 0.73893046, 5.61644752e-006, -1, 1.18666857e-005, 0, 0, 0, 0, 0, 0, 0, 0.287117041, -0.139845386, -0.174976709, -0.0130537359, 0.743572912, -0.668431408, -0.916748047, 0.25793457, 0.30480957, 0.399044802, 0.616736486, 0.678594158, -0, 0, 0, 0, 0, 0, 0, 0.318443457, -0.108809766, -0.161300488, -0.00561656169, -0.100644547, -0.994924606, 0.518310547, -0.851074219, 0.0831298828, -0.855125071, -0.515050706, 0.0569586164, 0, 1, 5, 1, 
683.988491, 46, 0.1, 0.1, -0.00731239837, 0.382867494, -0.019967792, 0.738928495, 5.64272478e-006, -0.673783852, 0.673783852, 3.44517227e-006, 0.738928495, 6.49087157e-006, -1, -1.25624087e-006, 0.738928818, 7.69701133e-006, -0.673783498, 0.673783498, 1.05671105e-005, 0.738928818, 1.28074882e-005, -1, 2.62222326e-006, 0, 0, 0, 0, 0, 0, 0, 0.287117041, -0.139845386, -0.174976709, -0.0130537359, 0.743572912, -0.668431408, -0.916748047, 0.25793457, 0.30480957, 0.399044802, 0.616736486, 0.678594158, -0, 0, 0, 0, 0, 0, 0, 0.318443457, -0.108809766, -0.161300488, -0.00561656169, -0.100644547, -0.994924606, 0.518310547, -0.851074219, 0.0831298828, -0.855125071, -0.515050706, 0.0569586164, 0, 1, 5, 1, 
