time, trialNum, realDorsalTactorPos, realVentralTactorPos, box1PosX, box1PosY, box1PosZ, box1LocalRot_11, box1LocalRot_12, box1LocalRot_13, box1LocalRot_21, box1LocalRot_22, box1LocalRot_23, box1LocalRot_31, box1LocalRot_32, box1LocalRot_33, box1GlobalRot_11, box1GlobalRot_12, box1GlobalRot_13, box1GlobalRot_21, box1GlobalRot_22, box1GlobalRot_23, box1GlobalRot_31, box1GlobalRot_32, box1GlobalRot_33, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, indexContact, indexPosX, indexPosY, indexPosZ, indexRot_11, indexRot_12, indexRot_13, indexRot_21, indexRot_22, indexRot_23, indexRot_31, indexRot_32, indexRot_33, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, thumbContact, thumbPosX, thumbPosY, thumbPosZ, thumbRot_11, thumbRot_12, thumbRot_13, thumbRot_21, thumbRot_22, thumbRot_23, thumbRot_31, thumbRot_32, thumbRot_33, manipForceTooHigh, cceExpType, mapping, trialSuccess, 
525.333178, 73, 0.1, 0.1, 0.225, -0.115000016, -0.0199821153, 0.707106781, -0.707106781, 2.3071043e-015, 0.70710678, 0.70710678, 5.64003829e-005, -3.98810932e-005, -3.98810932e-005, 0.999999998, 0.707106781, -0.707106781, 0, 0.707106781, 0.707106781, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.131073608, -0.141892456, -0.207822095, -0.663130599, 0.462450369, -0.588441181, -0.733032227, -0.242675781, 0.635375977, 0.151005768, 0.852705829, 0.500064575, 0, 0, -0, 0, 0, 0, 0, 0.209459082, -0.0876925781, -0.167673975, -0.315709758, 0.661414006, -0.680229582, 0.407226563, -0.552978516, -0.726806641, -0.857031502, -0.506391382, -0.0946933822, 1, 3, 5, 0, 
525.333976, 73, 0.1, 0.1, 0.225, -0.115000016, -0.0199656477, 0.707106779, -0.707106783, 2.97829344e-007, 0.707106782, 0.707106778, -6.14613373e-005, 4.32491313e-005, 4.36703254e-005, 0.999999998, 0.707106779, -0.707106783, 2.36661119e-007, 0.707106783, 0.707106779, -3.68286435e-005, 2.5874439e-005, 2.62091282e-005, 0.999999999, 0, 0, 0, 0, 0, 0, 0, 0.133035693, -0.140099658, -0.206704297, -0.663130599, 0.462450369, -0.588441181, -0.733032227, -0.242675781, 0.635375977, 0.151005768, 0.852705829, 0.500064575, 0, 0, -0, 0, 0, 0, 0, 0.210598633, -0.0867817383, -0.166662354, -0.315709758, 0.661414006, -0.680229582, 0.407226563, -0.552978516, -0.726806641, -0.857031502, -0.506391382, -0.0946933822, 1, 3, 5, 0, 
525.334757, 73, 0.1, 0.1, 0.225, -0.115000016, -0.0199515119, 0.70710678, -0.707106783, 1.04060163e-006, 0.70710678, 0.707106778, 8.01862154e-005, -5.74360332e-005, -5.59644001e-005, 0.999999997, 0.707106781, -0.707106782, 1.11657014e-006, 0.707106781, 0.70710678, 4.77588341e-005, -3.45601298e-005, -3.29810611e-005, 0.999999999, 0, 0, 0, 0, 0, 0, 0, 0.133035693, -0.140099658, -0.206704297, -0.663130599, 0.462450369, -0.588441181, -0.733032227, -0.242675781, 0.635375977, 0.151005768, 0.852705829, 0.500064575, 0, 0, -0, 0, 0, 0, 0, 0.210598633, -0.0867817383, -0.166662354, -0.315709758, 0.661414006, -0.680229582, 0.407226563, -0.552978516, -0.726806641, -0.857031502, -0.506391382, -0.0946933822, 1, 3, 5, 0, 
525.335542, 73, 0.1, 0.1, 0.225, -0.115000016, -0.0199434054, 0.707106775, -0.707106788, 1.24420298e-006, 0.707106784, 0.707106771, -0.000101157609, 7.06494475e-005, 7.24090149e-005, 0.999999995, 0.707106775, -0.707106788, 1.44347096e-006, 0.707106787, 0.707106773, -5.81334243e-005, 4.00858508e-005, 4.21272263e-005, 0.999999998, 0, 0, 0, 0, 0, 0, 0, 0.133035693, -0.140099658, -0.206704297, -0.663130599, 0.462450369, -0.588441181, -0.733032227, -0.242675781, 0.635375977, 0.151005768, 0.852705829, 0.500064575, 0, 0, -0, 0, 0, 0, 0, 0.210598633, -0.0867817383, -0.166662354, -0.315709758, 0.661414006, -0.680229582, 0.407226563, -0.552978516, -0.726806641, -0.857031502, -0.506391382, -0.0946933822, 1, 3, 5, 0, 
525.336344, 73, 0.1, 0.1, 0.225, -0.115000008, -0.0199431836, 0.707106778, -0.707106784, 1.82300368e-006, 0.707106782, 0.707106776, 7.29438691e-005, -5.2868163e-005, -5.0290046e-005, 0.999999997, 0.707106778, -0.707106784, 1.600077e-006, 0.707106784, 0.707106778, 2.59770294e-005, -1.9499959e-005, -1.72371083e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.133035693, -0.140099658, -0.206704297, -0.663250044, 0.463858987, -0.587298786, -0.732421875, -0.241699219, 0.636352539, 0.153372933, 0.852235542, 0.500254413, 0, 0, -0, 0, 0, 0, 0, 0.210598633, -0.0867817383, -0.166662354, -0.315709758, 0.661414006, -0.680229582, 0.407226563, -0.552978516, -0.726806641, -0.857031502, -0.506391382, -0.0946933822, 1, 3, 5, 0, 
525.337144, 73, 0.1, 0.1, 0.225, -0.115000012, -0.0199499841, 0.70710676, -0.707106802, -2.2268402e-006, 0.7071068, 0.707106758, -7.21557737e-005, 5.25964522e-005, 4.94472215e-005, 0.999999997, 0.707106765, -0.707106798, -2.35823204e-006, 0.707106797, 0.707106764, -3.39600602e-005, 2.56809112e-005, 2.23458664e-005, 0.999999999, 0, 0, 0, 0, 0, 0, 0, 0.132590308, -0.140252344, -0.206645337, -0.663250044, 0.463858987, -0.587298786, -0.732421875, -0.241699219, 0.636352539, 0.153372933, 0.852235542, 0.500254413, 0, 0, -0, 0, 0, 0, 0, 0.210777197, -0.0867802734, -0.166842383, -0.316476447, 0.661586447, -0.679635334, 0.407104492, -0.552368164, -0.727294922, -0.856743856, -0.506864228, -0.0945081815, 1, 3, 5, 0, 
525.337922, 73, 0.1, 0.1, 0.225, -0.115000006, -0.0199610765, 0.707106719, -0.707106843, 2.98655301e-006, 0.707106842, 0.707106719, 4.19691445e-005, -3.1788481e-005, -2.7564852e-005, 0.999999999, 0.707106728, -0.707106835, 2.73732863e-006, 0.707106834, 0.707106728, 1.12797183e-005, -9.91154936e-006, -6.04038088e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.132590308, -0.140252344, -0.206645337, -0.663250044, 0.463858987, -0.587298786, -0.732421875, -0.241699219, 0.636352539, 0.153372933, 0.852235542, 0.500254413, 0, 0, -0, 0, 0, 0, 0, 0.210777197, -0.0867802734, -0.166842383, -0.316476447, 0.661586447, -0.679635334, 0.407104492, -0.552368164, -0.727294922, -0.856743856, -0.506864228, -0.0945081815, 1, 3, 5, 0, 
525.338702, 73, 0.1, 0.1, 0.225, -0.115000009, -0.0199725985, 0.707106665, -0.707106898, -2.57396011e-006, 0.707106897, 0.707106664, -2.9167663e-005, 2.244472e-005, 1.88045839e-005, 1, 0.707106676, -0.707106887, -1.49999607e-006, 0.707106886, 0.707106676, -8.47695367e-006, 7.05476955e-006, 4.93345297e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.132590308, -0.140252344, -0.206645337, -0.663250044, 0.463858987, -0.587298786, -0.732421875, -0.241699219, 0.636352539, 0.153372933, 0.852235542, 0.500254413, 0, 0, -0, 0, 0, 0, 0, 0.210777197, -0.0867802734, -0.166842383, -0.316476447, 0.661586447, -0.679635334, 0.407104492, -0.552368164, -0.727294922, -0.856743856, -0.506864228, -0.0945081815, 1, 3, 5, 0, 
525.339481, 73, 0.1, 0.1, 0.225, -0.115000007, -0.01998076, 0.707106614, -0.707106949, -1.2605396e-006, 0.707106948, 0.707106614, 2.3745203e-005, -1.58990622e-005, -1.76817264e-005, 1, 0.707106623, -0.707106939, -2.05265518e-006, 0.707106939, 0.707106623, 9.03437587e-006, -4.93682379e-006, -7.83971373e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.132590308, -0.140252344, -0.206645337, -0.663250044, 0.463858987, -0.587298786, -0.732421875, -0.241699219, 0.636352539, 0.153372933, 0.852235542, 0.500254413, 0, 0, -0, 0, 0, 0, 0, 0.210777197, -0.0867802734, -0.166842383, -0.316476447, 0.661586447, -0.679635334, 0.407104492, -0.552368164, -0.727294922, -0.856743856, -0.506864228, -0.0945081815, 1, 3, 5, 0, 
525.340262, 73, 0.1, 0.1, 0.225, -0.115000009, -0.0199834361, 0.707106586, -0.707106977, 3.57937962e-006, 0.707106977, 0.707106585, -1.82875328e-005, 1.04002391e-005, 1.54622392e-005, 1, 0.70710659, -0.707106972, 3.0188726e-006, 0.707106972, 0.70710659, -7.18661783e-006, 2.94704287e-006, 7.21637069e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.132590308, -0.140252344, -0.206645337, -0.663250044, 0.463858987, -0.587298786, -0.732421875, -0.241699219, 0.636352539, 0.153372933, 0.852235542, 0.500254413, 0, 0, -0, 0, 0, 0, 0, 0.210777197, -0.0867802734, -0.166842383, -0.316476447, 0.661586447, -0.679635334, 0.407104492, -0.552368164, -0.727294922, -0.856743856, -0.506864228, -0.0945081815, 1, 3, 5, 0, 
525.341057, 73, 0.1, 0.1, 0.225, -0.115000009, -0.0199800646, 0.707106521, -0.707107041, -1.56416354e-005, 0.707107042, 0.707106521, 1.92809432e-005, -2.57338829e-006, -2.46939912e-005, 1, 0.707106553, -0.707107009, -6.12380336e-006, 0.707107009, 0.707106553, 1.51950638e-005, -6.41435465e-006, -1.50747135e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.132590308, -0.140252344, -0.206645337, -0.662702252, 0.465946825, -0.586366448, -0.732055664, -0.23828125, 0.638061523, 0.157611889, 0.852152045, 0.49911801, 0, 0, -0, 0, 0, 0, 0, 0.210777197, -0.0867802734, -0.166842383, -0.316476447, 0.661586447, -0.679635334, 0.407104492, -0.552368164, -0.727294922, -0.856743856, -0.506864228, -0.0945081815, 1, 3, 5, 0, 
525.341853, 73, 0.1, 0.1, 0.225, -0.115000008, -0.0199719889, 0.707106274, -0.707107288, 3.80022239e-005, 0.707107289, 0.707106274, -1.57729341e-005, -1.57184543e-005, 3.80247901e-005, 0.999999999, 0.707106324, -0.707107238, 2.46108704e-005, 0.707107238, 0.707106324, -9.84634302e-006, -1.04400817e-005, 2.4364936e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.131961475, -0.140592383, -0.206377905, -0.662702252, 0.465946825, -0.586366448, -0.732055664, -0.23828125, 0.638061523, 0.157611889, 0.852152045, 0.49911801, 0, 0, -0, 0, 0, 0, 0, 0.21065625, -0.0871444824, -0.166650635, -0.314489546, 0.66207242, -0.6801337, 0.405761719, -0.553955078, -0.726928711, -0.858130679, -0.504481039, -0.0944378192, 1, 3, 5, 0, 
