time, trialNum, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13, boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, indexContact, indexPosX, indexPosY, indexPosZ, indexRot_11, indexRot_12, indexRot_13, indexRot_21, indexRot_22, indexRot_23, indexRot_31, indexRot_32, indexRot_33, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, thumbContact, thumbPosX, thumbPosY, thumbPosZ, thumbRot_11, thumbRot_12, thumbRot_13, thumbRot_21, thumbRot_22, thumbRot_23, thumbRot_31, thumbRot_32, thumbRot_33, manipForceTooHigh, cceExpType, mapping, trialSuccess, 
471.654195, 70, 0.1, 0.1, 0.0136670799, 0.369007438, -0.0199664037, 0.92052513, -0.390683355, 3.53854491e-005, 0.390683354, 0.920525131, 2.26625753e-005, -4.14270861e-005, -7.0369641e-006, 0.999999999, 0.92052521, -0.390683165, 4.95791204e-005, 0.390683163, 0.920525211, 5.05236464e-005, -6.53775684e-005, -2.71385626e-005, 0.999999997, 0, 0, 0, 0, 0, 0, 0, 0.23109353, 0.0428150391, -0.178423267, 0.0287719952, 0.804608327, -0.592960153, -0.485351563, 0.529785156, 0.69543457, 0.873810841, 0.267809566, 0.405985296, 0, -0, 0, 0, 0, 0, 0, 0.294083984, 0.043489502, -0.151318945, 0.127084374, 0.665345363, -0.735545631, -0.0947265625, -0.729980469, -0.676757812, -0.987241465, 0.15572777, -0.0296847896, 0, 3, 5, 1, 
471.698249, 70, 0.1, 0.1, 0.0136669968, 0.369007988, -0.0199531641, 0.920527563, -0.390677624, -3.94686136e-006, 0.390677623, 0.920527563, 2.53306548e-005, -6.26292534e-006, -2.48595163e-005, 1, 0.920527522, -0.390677721, 1.71129223e-007, 0.390677721, 0.920527522, 1.56195035e-005, -6.25972121e-006, -1.43113265e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.263674023, -0.00281914062, -0.172006812, 0.000523677254, 0.776001596, -0.630624381, -0.557006836, 0.523925781, 0.644287109, 0.830454856, 0.350944898, 0.432714169, 0, -0, 0, 0, 0, 0, 0, 0.323323047, 0.00256582031, -0.144242725, 0.0891808226, 0.61653602, -0.782090585, -0.0218505859, -0.783813477, -0.620483398, -0.995644027, 0.0724105949, -0.0563023211, 0, 3, 5, 1, 
471.699037, 70, 0.1, 0.1, 0.0136669968, 0.369007992, -0.0199606601, 0.920527662, -0.390677389, -1.49579152e-005, 0.390677389, 0.920527662, 1.70978541e-005, 7.08942973e-006, -2.15827669e-005, 1, 0.920527654, -0.390677408, 5.79188911e-006, 0.390677408, 0.920527655, 2.32414441e-006, -6.23958481e-006, 1.23321024e-007, 1, 0, 0, 0, 0, 0, 0, 0, 0.263674023, -0.00281914062, -0.172006812, 0.000523677254, 0.776001596, -0.630624381, -0.557006836, 0.523925781, 0.644287109, 0.830454856, 0.350944898, 0.432714169, 0, -0, 0, 0, 0, 0, 0, 0.323323047, 0.00256582031, -0.144242725, 0.0891808226, 0.61653602, -0.782090585, -0.0218505859, -0.783813477, -0.620483398, -0.995644027, 0.0724105949, -0.0563023211, 0, 3, 5, 1, 
471.699818, 70, 0.1, 0.1, 0.0136669962, 0.369007997, -0.0199690276, 0.920527754, -0.390677173, 8.28916775e-006, 0.390677173, 0.920527754, -3.7871524e-005, 7.16513096e-006, 3.81001776e-005, 0.999999999, 0.920527735, -0.390677219, 2.6409258e-006, 0.390677219, 0.920527734, -2.29852201e-005, 6.54875644e-006, 2.21902822e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.263674023, -0.00281914062, -0.172006812, 0.000523677254, 0.776001596, -0.630624381, -0.557006836, 0.523925781, 0.644287109, 0.830454856, 0.350944898, 0.432714169, 0, -0, 0, 0, 0, 0, 0, 0.323323047, 0.00256582031, -0.144242725, 0.0891808226, 0.61653602, -0.782090585, -0.0218505859, -0.783813477, -0.620483398, -0.995644027, 0.0724105949, -0.0563023211, 0, 3, 5, 1, 
471.700695, 70, 0.1, 0.1, 0.0136669949, 0.369008005, -0.0199753237, 0.920527831, -0.390676992, -1.18570234e-005, 0.390676992, 0.920527831, 2.17897806e-005, 2.40195415e-006, -2.46903657e-005, 1, 0.920527805, -0.390677052, -1.41677658e-005, 0.390677053, 0.920527805, 5.3532242e-006, 1.09504405e-005, -1.04628127e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.263674023, -0.00281914062, -0.172006812, 0.000523677254, 0.776001596, -0.630624381, -0.557006836, 0.523925781, 0.644287109, 0.830454856, 0.350944898, 0.432714169, 0, -0, 0, 0, 0, 0, 0, 0.323323047, 0.00256582031, -0.144242725, 0.0891808226, 0.61653602, -0.782090585, -0.0218505859, -0.783813477, -0.620483398, -0.995644027, 0.0724105949, -0.0563023211, 0, 3, 5, 1, 
471.701486, 70, 0.1, 0.1, 0.0136669921, 0.369008007, -0.0199769243, 0.920528052, -0.390676471, 1.92115447e-006, 0.390676471, 0.920528052, -1.90461119e-005, 5.67239119e-006, 1.82830301e-005, 1, 0.920527995, -0.390676606, 1.33904358e-005, 0.390676606, 0.920527995, -2.19726933e-006, -1.14678493e-005, 7.25397793e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.263674023, -0.00281914062, -0.172006812, 0.000523677254, 0.776001596, -0.630624381, -0.557006836, 0.523925781, 0.644287109, 0.830454856, 0.350944898, 0.432714169, 0, -0, 0, 0, 0, 0, 0, 0.323323047, 0.00256582031, -0.144242725, 0.0891808226, 0.61653602, -0.782090585, -0.0218505859, -0.783813477, -0.620483398, -0.995644027, 0.0724105949, -0.0563023211, 0, 3, 5, 1, 
471.702271, 70, 0.1, 0.1, 0.0136669908, 0.369008012, -0.0199747039, 0.920528372, -0.390675717, 1.62952466e-005, 0.390675716, 0.920528372, 9.53116191e-006, -1.87238304e-005, -2.40754781e-006, 1, 0.920528301, -0.390675886, 8.32643736e-006, 0.390675885, 0.920528301, 9.98387131e-006, -1.1565179e-005, -5.9374978e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.263674023, -0.00281914062, -0.172006812, 0.000523677254, 0.776001596, -0.630624381, -0.557006836, 0.523925781, 0.644287109, 0.830454856, 0.350944898, 0.432714169, 0, -0, 0, 0, 0, 0, 0, 0.323323047, 0.00256582031, -0.144242725, 0.0891808226, 0.61653602, -0.782090585, -0.0218505859, -0.783813477, -0.620483398, -0.995644027, 0.0724105949, -0.0563023211, 0, 3, 5, 1, 
471.703088, 70, 0.1, 0.1, 0.0136669926, 0.369008017, -0.0199692639, 0.920528812, -0.39067468, -3.44363448e-005, 0.39067468, 0.920528812, 8.9272422e-006, 2.82120001e-005, -2.16711916e-005, 0.999999999, 0.920528717, -0.390674903, -3.3900732e-005, 0.390674903, 0.920528718, 2.35621887e-006, 3.02860817e-005, -1.54131323e-005, 0.999999999, 0, 0, 0, 0, 0, 0, 0, 0.266652197, -0.00650515137, -0.171051611, -0.00204268287, 0.773264111, -0.633960955, -0.564697266, 0.522338867, 0.638916016, 0.825176099, 0.359411948, 0.435838061, 0, -0, 0, 0, 0, 0, 0, 0.325908936, -0.000707666016, -0.142952246, 0.0878581648, 0.613257077, -0.784825953, -0.0137939453, -0.786987305, -0.616577148, -0.995905786, 0.0650696296, -0.0606403292, 0, 3, 5, 1, 
471.70387, 70, 0.1, 0.1, 0.0136669902, 0.36900802, -0.0199631076, 0.920529259, -0.390673628, 5.40723759e-006, 0.390673628, 0.920529259, 2.04303983e-008, -4.98550203e-006, 2.09365835e-006, 1, 0.92052918, -0.390673814, 1.71038209e-005, 0.390673814, 0.92052918, 1.05586803e-005, -1.98695662e-005, -3.03755841e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.266652197, -0.00650515137, -0.171051611, -0.00204268287, 0.773264111, -0.633960955, -0.564697266, 0.522338867, 0.638916016, 0.825176099, 0.359411948, 0.435838061, 0, -0, 0, 0, 0, 0, 0, 0.325908936, -0.000707666016, -0.142952246, 0.0878581648, 0.613257077, -0.784825953, -0.0137939453, -0.786987305, -0.616577148, -0.995905786, 0.0650696296, -0.0606403292, 0, 3, 5, 1, 
471.704657, 70, 0.1, 0.1, 0.0136669923, 0.369008027, -0.0199582211, 0.920529592, -0.390672843, 1.87432403e-005, 0.390672843, 0.920529592, -2.09389447e-006, -1.64356796e-005, 9.24996678e-006, 1, 0.920529546, -0.390672952, -5.4777471e-006, 0.390672951, 0.920529546, -2.5008222e-005, 1.48124639e-005, 2.08807996e-005, 1, 0, 0, 0, 0, 0, 0, 0, 0.266652197, -0.00650515137, -0.171051611, -0.00204268287, 0.773264111, -0.633960955, -0.564697266, 0.522338867, 0.638916016, 0.825176099, 0.359411948, 0.435838061, 0, -0, 0, 0, 0, 0, 0, 0.325908936, -0.000707666016, -0.142952246, 0.0878581648, 0.613257077, -0.784825953, -0.0137939453, -0.786987305, -0.616577148, -0.995905786, 0.0650696296, -0.0606403292, 0, 3, 5, 1, 
471.705482, 70, 0.1, 0.1, 0.0136669917, 0.369008029, -0.0199557051, 0.920529679, -0.390672637, -3.14029192e-005, 0.390672636, 0.92052968, -2.15433941e-005, 3.73237337e-005, 7.56307246e-006, 0.999999999, 0.920529667, -0.390672667, -2.0256444e-005, 0.390672667, 0.920529667, -1.08203143e-005, 2.28738587e-005, 2.04678131e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.268458984, -0.0101359863, -0.170695337, -0.00583269144, 0.771750275, -0.63575037, -0.568969727, 0.520263672, 0.63684082, 0.822315803, 0.365460537, 0.436245068, 0, -0, 0, 0, 0, 0, 0, 0.327842529, -0.0041362793, -0.142661768, 0.0834877072, 0.610936587, -0.787145343, -0.00830078125, -0.789428711, -0.613647461, -0.99636514, 0.0579521445, -0.0607613642, 0, 3, 5, 1, 
471.706269, 70, 0.1, 0.1, 0.0136669894, 0.369008033, -0.0199565823, 0.920529773, -0.390672415, 3.65790252e-005, 0.390672415, 0.920529774, -5.56928005e-006, -3.14963177e-005, 1.94171042e-005, 0.999999999, 0.920529746, -0.390672479, 2.91918545e-005, 0.390672479, 0.920529746, 1.30409782e-005, -3.19667217e-005, -6.00154169e-007, 0.999999999, 0, 0, 0, 0, 0, 0, 0, 0.268458984, -0.0101359863, -0.170695337, -0.00583269144, 0.771750275, -0.63575037, -0.568969727, 0.520263672, 0.63684082, 0.822315803, 0.365460537, 0.436245068, 0, -0, 0, 0, 0, 0, 0, 0.327842529, -0.0041362793, -0.142661768, 0.0834877072, 0.610936587, -0.787145343, -0.00830078125, -0.789428711, -0.613647461, -0.99636514, 0.0579521445, -0.0607613642, 0, 3, 5, 1, 
471.707057, 70, 0.1, 0.1, 0.0136669913, 0.369008038, -0.0199603604, 0.920530037, -0.390671794, -1.66613791e-005, 0.390671794, 0.920530037, 1.21783533e-005, 1.05795608e-005, -1.77196709e-005, 1, 0.920529972, -0.390671946, -3.29175554e-005, 0.390671947, 0.920529972, 9.99214401e-006, 2.6397946e-005, -2.20580335e-005, 0.999999999, 0, 0, 0, 0, 0, 0, 0, 0.268458984, -0.0101359863, -0.170695337, -0.00583269144, 0.771750275, -0.63575037, -0.568969727, 0.520263672, 0.63684082, 0.822315803, 0.365460537, 0.436245068, 0, -0, 0, 0, 0, 0, 0, 0.327842529, -0.0041362793, -0.142661768, 0.0834877072, 0.610936587, -0.787145343, -0.00830078125, -0.789428711, -0.613647461, -0.99636514, 0.0579521445, -0.0607613642, 0, 3, 5, 1, 
471.707838, 70, 0.1, 0.1, 0.0136669864, 0.36900804, -0.0199655833, 0.920530333, -0.390671097, -6.6454057e-006, 0.390671097, 0.920530333, 3.49278899e-006, 4.75276582e-006, -5.81138614e-006, 1, 0.920530276, -0.39067123, 1.85495896e-005, 0.39067123, 0.920530276, 6.02252955e-006, -1.94282878e-005, 1.7028702e-006, 1, 0, 0, 0, 0, 0, 0, 0, 0.268458984, -0.0101359863, -0.170695337, -0.00583269144, 0.771750275, -0.63575037, -0.568969727, 0.520263672, 0.63684082, 0.822315803, 0.365460537, 0.436245068, 0, -0, 0, 0, 0, 0, 0, 0.327842529, -0.0041362793, -0.142661768, 0.0834877072, 0.610936587, -0.787145343, -0.00830078125, -0.789428711, -0.613647461, -0.99636514, 0.0579521445, -0.0607613642, 0, 3, 5, 1, 
