time, realDorsalTactorPos, realVentralTactorPos, boxPosX, boxPosY, boxPosZ, boxLocalRot_11, boxLocalRot_12, boxLocalRot_13, boxLocalRot_21, boxLocalRot_22, boxLocalRot_23, boxLocalRot_31, boxLocalRot_32, boxLocalRot_33, boxGlobalRot_11, boxGlobalRot_12, boxGlobalRot_13], boxGlobalRot_21, boxGlobalRot_22, boxGlobalRot_23, boxGlobalRot_31, boxGlobalRot_32, boxGlobalRot_33, indexPosX, indexPosY, indexPosZ, indexContact, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, thumbPosX, thumbPosY, thumbPosZ, thumbContact, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, hoopSuccess, targetSuccess, trialSuccess, 
47.7864128, 0.1, 0.1, 0.135522832, 0.198903164, -0.0199653742, 4.72323671e-006, -0.967328588, -0.253525941, 7.52383459e-006, -0.253525941, 0.967328588, -1, -6.47640914e-006, 6.08055726e-006, -6.43523889e-006, -0.967328504, -0.25352626, 5.104764e-006, -0.25352626, 0.967328504, -1, 4.93079829e-006, 6.56948577e-006, 0.154839478, -0.07070979, -0.18157998, 0, -0, 0, 0, 0, 0, 0, 0.206260498, -0.0231824219, -0.153860791, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.807587, 0.1, 0.1, 0.135523166, 0.198902947, -0.0199773544, 1.07388707e-005, -0.967326797, -0.253532775, 1.67660447e-005, -0.253532775, 0.967326797, -1, -1.46387392e-005, 1.34955887e-005, 2.62461833e-006, -0.967326815, -0.253532705, 8.62619729e-006, -0.253532705, 0.967326815, -1, -4.72588682e-006, 7.67892537e-006, 0.157379443, -0.0870621094, -0.177629736, 0, -0, 0, 0, 0, 0, 0, 0.205641064, -0.0406771484, -0.150843262, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.808296, 0.1, 0.1, 0.135523175, 0.198902942, -0.0199752986, 2.31820633e-007, -0.967326718, -0.253533075, -1.90217297e-005, -0.253533075, 0.967326718, -1, 4.59839133e-006, -1.84590016e-005, -2.05173778e-006, -0.967326733, -0.253533017, -2.07944786e-005, -0.253533017, 0.967326733, -1, 7.25678771e-006, -1.95948718e-005, 0.157379443, -0.0870621094, -0.177629736, 0, -0, 0, 0, 0, 0, 0, 0.205641064, -0.0406771484, -0.150843262, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.809015, 0.1, 0.1, 0.135523182, 0.198902939, -0.0199714394, -1.94321754e-005, -0.967326605, -0.253533507, -1.32035386e-006, -0.253533507, 0.967326605, -1, 1.91320142e-005, 3.64949415e-006, -1.68103782e-005, -0.967326636, -0.253533387, 1.11663762e-005, -0.253533387, 0.967326636, -1, 1.34300775e-005, 1.50635252e-005, 0.157379443, -0.0870621094, -0.177629736, 0, -0, 0, 0, 0, 0, 0, 0.205641064, -0.0406771484, -0.150843262, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.8097286, 0.1, 0.1, 0.135523193, 0.198902933, -0.0199669551, 3.04268967e-005, -0.967326396, -0.253534302, 1.97814354e-005, -0.253534301, 0.967326397, -0.999999999, -3.44480128e-005, 1.14208426e-005, 3.58390027e-005, -0.967326446, -0.253534112, -1.50703269e-006, -0.253534112, 0.967326446, -0.999999999, -3.42859309e-005, -1.05442023e-005, 0.158380054, -0.0892911133, -0.176787402, 0, -0, 0, 0, 0, 0, 0, 0.205685205, -0.0431779297, -0.150289111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.8104363, 0.1, 0.1, 0.135523196, 0.198902929, -0.0199635052, -4.66518241e-005, -0.967326076, -0.25353552, -3.54935531e-005, -0.253535518, 0.967326077, -0.999999998, 5.41264024e-005, -2.25059451e-005, -4.39670186e-005, -0.967326147, -0.25353525, -2.4032741e-005, -0.253535249, 0.967326148, -0.999999999, 4.86235937e-005, -1.21003097e-005, 0.158380054, -0.0892911133, -0.176787402, 0, -0, 0, 0, 0, 0, 0, 0.205685205, -0.0431779297, -0.150289111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.8111379, 0.1, 0.1, 0.135523202, 0.198902926, -0.0199620427, 2.05910489e-005, -0.967325738, -0.253536813, 3.12303274e-005, -0.253536813, 0.967325738, -0.999999999, -2.78362892e-005, 2.49893106e-005, 1.46144889e-005, -0.967325801, -0.253536575, 3.13836385e-005, -0.253536575, 0.9673258, -0.999999999, -2.20938724e-005, 2.66528958e-005, 0.158380054, -0.0892911133, -0.176787402, 0, -0, 0, 0, 0, 0, 0, 0.205685205, -0.0431779297, -0.150289111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.8118444, 0.1, 0.1, 0.135523207, 0.198902919, -0.0199627942, -4.20835675e-005, -0.9673255, -0.253537719, -2.37552278e-005, -0.253537718, 0.967325501, -0.999999999, 4.67313543e-005, -1.23092659e-005, -3.62326575e-005, -0.967325535, -0.253537586, -3.44946283e-005, -0.253537585, 0.967325536, -0.999999999, 4.37944596e-005, -2.41811943e-005, 0.158380054, -0.0892911133, -0.176787402, 0, -0, 0, 0, 0, 0, 0, 0.205685205, -0.0431779297, -0.150289111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.8125528, 0.1, 0.1, 0.135523215, 0.198902917, -0.0199654116, 4.39528041e-005, -0.96732543, -0.253537987, -5.38310175e-006, -0.253537988, 0.967325431, -0.999999999, -4.11518444e-005, -1.63509167e-005, 3.16838274e-005, -0.967325428, -0.253537996, 1.51072775e-005, -0.253537996, 0.967325428, -0.999999999, -3.44788408e-005, 6.5805996e-006, 0.158380054, -0.0892911133, -0.176787402, 0, -0, 0, 0, 0, 0, 0, 0.205685205, -0.0431779297, -0.150289111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
47.8132576, 0.1, 0.1, 0.135523223, 0.198902911, -0.0199689768, -2.42623666e-005, -0.967325506, -0.253537699, 4.6066259e-006, -0.253537699, 0.967325506, -1, 2.23016528e-005, 1.06075313e-005, -1.82341086e-005, -0.967325483, -0.253537787, -3.66371589e-006, -0.253537787, 0.967325483, -1, 1.85672084e-005, 1.07902981e-006, 0.158380054, -0.0892911133, -0.176787402, 0, -0, 0, 0, 0, 0, 0, 0.205685205, -0.0431779297, -0.150289111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
