time, trialNum, realDorsalTactorPos, realVentralTactorPos, box1PosX, box1PosY, box1PosZ, box1LocalRot_11, box1LocalRot_12, box1LocalRot_13, box1LocalRot_21, box1LocalRot_22, box1LocalRot_23, box1LocalRot_31, box1LocalRot_32, box1LocalRot_33, box1GlobalRot_11, box1GlobalRot_12, box1GlobalRot_13, box1GlobalRot_21, box1GlobalRot_22, box1GlobalRot_23, box1GlobalRot_31, box1GlobalRot_32, box1GlobalRot_33, indexForceX, indexForceY, indexForceZ, indexForceGlobalX, indexForceGlobalY, indexForceGlobalZ, indexContact, indexPosX, indexPosY, indexPosZ, indexRot_11, indexRot_12, indexRot_13, indexRot_21, indexRot_22, indexRot_23, indexRot_31, indexRot_32, indexRot_33, thumbForceX, thumbForceY, thumbForceZ, thumbForceGlobalX, thumbForceGlobalY, thumbForceGlobalZ, thumbContact, thumbPosX, thumbPosY, thumbPosZ, thumbRot_11, thumbRot_12, thumbRot_13, thumbRot_21, thumbRot_22, thumbRot_23, thumbRot_31, thumbRot_32, thumbRot_33, manipForceTooHigh, cceExpType, mapping, trialSuccess, 
390.18228, 50, 0.1, 0.1, 0.0232521041, 0.352116872, -0.019962517, 0.941943914, 1.75580401e-005, -0.335770252, 0.335770252, -8.1889357e-006, 0.941943914, 1.3789088e-005, -1, -1.36089857e-005, 0.941943917, 3.59727205e-005, -0.335770242, 0.335770243, -1.77777598e-005, 0.941943917, 2.79150425e-005, -0.999999999, -2.88242218e-005, 0, 0, 0, 0, 0, 0, 0, 0.221472607, -0.0615156006, -0.196712524, -0.112067178, 0.64280093, -0.757734748, -0.968017578, 0.10144043, 0.229248047, 0.224148228, 0.759255341, 0.611044149, 0, 0, -0, 0, 0, 0, 0, 0.259944971, -0.0187421875, -0.153641357, -0.0497625989, 0.352331, -0.934508364, 0.566040039, -0.760864258, -0.317016602, -0.822819451, -0.544768965, -0.161678768, 0, 1, 5, 1, 
390.204713, 50, 0.1, 0.1, 0.0232521163, 0.352116841, -0.0199726676, 0.94193999, 8.36513531e-007, -0.335781261, 0.335781261, -4.01999166e-006, 0.94193999, -5.6189232e-007, -1, -4.06747647e-006, 0.941939989, 9.45739093e-007, -0.335781263, 0.335781263, -5.96008887e-006, 0.941939989, -1.1104567e-006, -1, -5.93160752e-006, 0, 0, 0, 0, 0, 0, 0, 0.232372485, -0.0756948486, -0.191839771, -0.120862226, 0.640321433, -0.758452161, -0.969604492, 0.0872802734, 0.228149414, 0.212316889, 0.763108629, 0.610416224, 0, 0, -0, 0, 0, 0, 0, 0.270867627, -0.0314437012, -0.149460693, -0.0502080929, 0.337952006, -0.939721703, 0.58203125, -0.754638672, -0.302612305, -0.811573945, -0.562114067, -0.158789916, 0, 1, 5, 1, 
390.205517, 50, 0.1, 0.1, 0.0232521196, 0.352116839, -0.0199722209, 0.941939971, 1.7597697e-005, -0.335781314, 0.335781314, -1.84314108e-005, 0.941939971, 1.03870508e-005, -1, -2.32702604e-005, 0.941939985, 5.46419347e-006, -0.335781275, 0.335781275, -1.53763634e-005, 0.941939985, -1.61525918e-008, -1, -1.63183853e-005, 0, 0, 0, 0, 0, 0, 0, 0.232372485, -0.0756948486, -0.191839771, -0.119891695, 0.638342179, -0.760325074, -0.969970703, 0.0877685547, 0.22668457, 0.211421621, 0.764658031, 0.608735394, 0, 0, -0, 0, 0, 0, 0, 0.270867627, -0.0314437012, -0.149460693, -0.0502080929, 0.337952006, -0.939721703, 0.58203125, -0.754638672, -0.302612305, -0.811573945, -0.562114067, -0.158789916, 0, 1, 5, 1, 
390.206323, 50, 0.1, 0.1, 0.0232521215, 0.35211684, -0.0199692111, 0.94193994, -1.98841459e-006, -0.335781402, 0.335781402, 3.35220022e-005, 0.941939939, 9.3830978e-006, -0.999999999, 3.22433854e-005, 0.941939937, -1.42314066e-006, -0.335781409, 0.335781409, 3.35431272e-005, 0.941939937, 9.9226455e-006, -0.999999999, 3.20734753e-005, 0, 0, 0, 0, 0, 0, 0, 0.233982056, -0.0780237061, -0.190377905, -0.119891695, 0.638342179, -0.760325074, -0.969970703, 0.0877685547, 0.22668457, 0.211421621, 0.764658031, 0.608735394, 0, 0, -0, 0, 0, 0, 0, 0.272438867, -0.0333512207, -0.149038867, -0.050271892, 0.336475864, -0.940271108, 0.582885742, -0.754516602, -0.301147461, -0.810966937, -0.563251158, -0.158233947, 0, 1, 5, 1, 
390.207288, 50, 0.1, 0.1, 0.0232521259, 0.352116838, -0.019962748, 0.941939853, -5.26372807e-007, -0.335781645, 0.335781645, 4.40022992e-006, 0.941939853, 9.81704915e-007, -1, 4.32149825e-006, 0.941939877, 2.15692792e-005, -0.335781576, 0.335781577, -8.32004868e-006, 0.941939877, 1.75232452e-005, -1, -1.50795522e-005, 0, 0, 0, 0, 0, 0, 0, 0.233982056, -0.0780237061, -0.190377905, -0.119891695, 0.638342179, -0.760325074, -0.969970703, 0.0877685547, 0.22668457, 0.211421621, 0.764658031, 0.608735394, 0, 0, -0, 0, 0, 0, 0, 0.272438867, -0.0333512207, -0.149038867, -0.050271892, 0.336475864, -0.940271108, 0.582885742, -0.754516602, -0.301147461, -0.810966937, -0.563251158, -0.158233947, 0, 1, 5, 1, 
390.208083, 50, 0.1, 0.1, 0.0232521227, 0.352116836, -0.019957538, 0.941939677, 1.08476712e-005, -0.335782139, 0.335782139, 2.24679186e-005, 0.941939677, 1.77621777e-005, -1, 1.75209698e-005, 0.941939702, -1.98706406e-005, -0.335782069, 0.335782069, 1.0202501e-005, 0.941939702, -1.52911283e-005, -1, 1.62823456e-005, 0, 0, 0, 0, 0, 0, 0, 0.233982056, -0.0780237061, -0.190377905, -0.119891695, 0.638342179, -0.760325074, -0.969970703, 0.0877685547, 0.22668457, 0.211421621, 0.764658031, 0.608735394, 0, 0, -0, 0, 0, 0, 0, 0.272438867, -0.0333512207, -0.149038867, -0.050271892, 0.336475864, -0.940271108, 0.582885742, -0.754516602, -0.301147461, -0.810966937, -0.563251158, -0.158233947, 0, 1, 5, 1, 
390.208876, 50, 0.1, 0.1, 0.0232521273, 0.352116831, -0.0199553418, 0.941939717, -2.52376113e-005, -0.335782025, 0.335782024, -1.81315397e-005, 0.941939718, -2.98605536e-005, -1, -8.60448117e-006, 0.941939687, -4.48572916e-006, -0.33578211, 0.33578211, -3.34404373e-005, 0.941939687, -1.54539869e-005, -0.999999999, -2.99926475e-005, 0, 0, 0, 0, 0, 0, 0, 0.233982056, -0.0780237061, -0.190377905, -0.119891695, 0.638342179, -0.760325074, -0.969970703, 0.0877685547, 0.22668457, 0.211421621, 0.764658031, 0.608735394, 0, 0, -0, 0, 0, 0, 0, 0.272438867, -0.0333512207, -0.149038867, -0.050271892, 0.336475864, -0.940271108, 0.582885742, -0.754516602, -0.301147461, -0.810966937, -0.563251158, -0.158233947, 0, 1, 5, 1, 
390.209723, 50, 0.1, 0.1, 0.0232521298, 0.352116836, -0.0199566169, 0.941940073, 3.65076744e-005, -0.335781027, 0.335781027, 2.98260062e-006, 0.941940073, 3.53895422e-005, -0.999999999, -9.44915337e-006, 0.941939954, 2.50183506e-005, -0.33578136, 0.335781358, 4.15908782e-005, 0.941939954, 3.75312256e-005, -0.999999999, 3.07754141e-005, 0, 0, 0, 0, 0, 0, 0, 0.233982056, -0.0780237061, -0.190377905, -0.119891695, 0.638342179, -0.760325074, -0.969970703, 0.0877685547, 0.22668457, 0.211421621, 0.764658031, 0.608735394, 0, 0, -0, 0, 0, 0, 0, 0.272438867, -0.0333512207, -0.149038867, -0.050271892, 0.336475864, -0.940271108, 0.582885742, -0.754516602, -0.301147461, -0.810966937, -0.563251158, -0.158233947, 0, 1, 5, 1, 
390.210543, 50, 0.1, 0.1, 0.023252128, 0.352116834, -0.0199599693, 0.941940667, -2.61962143e-005, -0.33577936, 0.33577936, 3.83549821e-005, 0.941940667, -1.17964683e-005, -0.999999999, 4.49242655e-005, 0.941940525, -3.56220971e-005, -0.335779758, 0.335779758, 1.87369993e-005, 0.941940525, -2.72623918e-005, -0.999999999, 2.96103181e-005, 0, 0, 0, 0, 0, 0, 0, 0.234869629, -0.0798239258, -0.190798511, -0.124460153, 0.638037765, -0.759754437, -0.968994141, 0.0861816406, 0.231201172, 0.213010337, 0.765077021, 0.607656278, 0, 0, -0, 0, 0, 0, 0, 0.272438867, -0.0333512207, -0.149038867, -0.0501184076, 0.334648277, -0.940941916, 0.583984375, -0.754394531, -0.299316406, -0.810091606, -0.564547929, -0.157690738, 0, 1, 5, 1, 
390.211334, 50, 0.1, 0.1, 0.0232521327, 0.352116833, -0.0199644702, 0.941941425, 6.52980813e-006, -0.335777234, 0.335777234, -6.26643254e-005, 0.941941423, -1.48905571e-005, -0.999999998, -6.12186849e-005, 0.941941257, 2.33723744e-005, -0.335777706, 0.335777706, -3.16735635e-005, 0.941941257, 1.13801272e-005, -0.999999999, -3.76825585e-005, 0, 0, 0, 0, 0, 0, 0, 0.234869629, -0.0798239258, -0.190798511, -0.124460153, 0.638037765, -0.759754437, -0.968994141, 0.0861816406, 0.231201172, 0.213010337, 0.765077021, 0.607656278, 0, 0, -0, 0, 0, 0, 0, 0.273806885, -0.0352853516, -0.148178857, -0.0501184076, 0.334648277, -0.940941916, 0.583984375, -0.754394531, -0.299316406, -0.810091606, -0.564547929, -0.157690738, 0, 1, 5, 1, 
